"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"AL627309.1","OK",0.616139026775149,-0.295355993702552,-0.00107639675064538,"AL627309.1",0.634867313862998
"AL627309.3","FAIL",NA,NA,NA,"AL627309.3",1
"AL627309.4","FAIL",NA,NA,NA,"AL627309.4",1
"AL669831.5","OK",0.0012924139403868,3.01323017219196,0.0107006843614427,"AL669831.5",0.00181796252720933
"FAM87B","OK",0.549941912451491,-0.125514590166965,-0.00050043771150272,"FAM87B",0.595437080546676
"LINC00115","OK",0.615335245248016,-0.293252039874759,-0.00116221104063546,"LINC00115",0.634283928550516
"FAM41C","OK",0.157818914709141,1.00346235928067,0.00345785951335829,"FAM41C",0.195794029204248
"AL645608.3","OK",1.1333345689842e-94,20.6092607715613,0.0620831892156808,"AL645608.3",4.10486228088876e-94
"AL645608.5","OK",NA,NA,-0.000139793188267416,"AL645608.5",NA
"SAMD11","OK",2.40531511981657e-10,6.22516058432738,0.0221147817048373,"SAMD11",4.16639077272841e-10
"NOC2L","OK",4.21895063305734e-22,9.59443390711352,0.034435999380222,"NOC2L",8.94859015479505e-22
"KLHL17","OK",0.00334812769521739,2.71158409053502,0.00961150946395948,"KLHL17",0.0046183245150248
"PLEKHN1","OK",0.00025436879428766,3.47611315410383,0.0123733020638526,"PLEKHN1",0.000368441781914832
"PERM1","OK",0.0127809581640597,2.23280333411497,0.00767405542844008,"PERM1",0.0170899422345112
"AL645608.8","OK",7.18103403414353e-12,6.75420488196512,0.0239516380649003,"AL645608.8",1.28773020574204e-11
"HES4","OK",0,66.8805723184947,0.240632905367625,"HES4",0
"ISG15","OK",0,81.4158744819163,0.293113200781182,"ISG15",0
"AGRN","OK",2.64214639708765e-258,34.311516875744,0.123358539462194,"AGRN",1.63138521141027e-257
"AL645608.9","FAIL",NA,NA,NA,"AL645608.9",1
"RNF223","OK",3.36326071590837e-12,6.86334774159499,0.0238240099819617,"RNF223",6.07740105433095e-12
"C1orf159","OK",0.0064164052842043,2.48837564953423,0.00881968389471458,"C1orf159",0.00872410623624836
"LINC01342","OK",0.530110885757403,-0.0755486028868879,-0.000288190447217684,"LINC01342",0.594145667571509
"AL390719.2","OK",2.94937013427355e-15,7.80609440462204,0.0275790616030238,"AL390719.2",5.63416274298316e-15
"TTLL10","OK",3.50695399734258e-63,16.7372637245309,0.0595392641864492,"TTLL10",1.07479583159455e-62
"TNFRSF18","OK",0,131.128535406479,0.472089321953619,"TNFRSF18",0
"TNFRSF4","OK",0,147.301777624007,0.530238281966552,"TNFRSF4",0
"SDF4","OK",1.05626724304253e-89,20.047733268691,0.0720900945235994,"SDF4",3.74214449661718e-89
"B3GALT6","OK",1.70806826658176e-18,8.69672044748048,0.0311956770255162,"B3GALT6",3.44557097152921e-18
"C1QTNF12","OK",2.67373051337895e-13,7.21616387663963,0.0256140796859526,"C1QTNF12",4.92958161660538e-13
"AL162741.1","OK",0.579214162778292,-0.199883526450899,-0.000775875523368167,"AL162741.1",0.608431677493918
"UBE2J2","OK",5.75284552144152e-23,9.79780656683198,0.035170215714223,"UBE2J2",1.23516977372127e-22
"LINC01786","OK",0.547615929736307,-0.119640241528671,-0.000491571883078358,"LINC01786",0.595050309676664
"SCNN1D","OK",0.00743648313518886,2.4354576311064,0.0085199467197635,"SCNN1D",0.0100785055739838
"ACAP3","OK",1.05092002927046e-05,4.25378831839117,0.015189401894063,"ACAP3",1.60098189889554e-05
"PUSL1","OK",1.5382344197738e-28,11.0195342101695,0.0395453040919368,"PUSL1",3.54383271531212e-28
"INTS11","OK",6.48544557969356e-22,9.54998991776619,0.0342771579796088,"INTS11",1.37015773070352e-21
"CPTP","OK",5.27910046293118e-12,6.79868004116148,0.0243577241342387,"CPTP",9.50026784846426e-12
"TAS1R3","OK",3.37993009357209e-85,19.5247867276451,0.06973582490318,"TAS1R3",1.17163408167402e-84
"DVL1","OK",9.88143879574721e-68,17.3498881091208,0.0623158810973797,"DVL1",3.10835591821064e-67
"MXRA8","OK",0,150.103782286487,0.540092730614407,"MXRA8",0
"AURKAIP1","OK",0,37.8118664732026,0.136074463132199,"AURKAIP1",0
"CCNL2","OK",3.45735558758371e-33,11.9447630797736,0.0429002254138565,"CCNL2",8.39534375710919e-33
"MRPL20","OK",2.7808497010654e-139,25.0955518236591,0.0902742754136102,"MRPL20",1.21684471657104e-138
"AL391244.3","OK",0.0232619296066546,1.99060928014631,0.00691347034170492,"AL391244.3",0.0306548596728249
"ANKRD65","OK",0,49.3248991773942,0.177316221972569,"ANKRD65",0
"TMEM88B","FAIL",NA,NA,NA,"TMEM88B",1
"LINC01770","OK",0.550175223122044,-0.126104059947652,-0.000381672550632428,"LINC01770",0.595476334337641
"VWA1","OK",0,55.5780845313075,0.199828566837719,"VWA1",0
"ATAD3C","OK",9.18183930658575e-18,8.50370312602671,0.0303960074431293,"ATAD3C",1.82961650888584e-17
"ATAD3B","OK",6.36460159951821e-11,6.43037200105052,0.0230195126909664,"ATAD3B",1.11642945064079e-10
"ATAD3A","OK",1.85533173699413e-52,15.1968451192924,0.0545647296801564,"ATAD3A",5.28800284583702e-52
"TMEM240","OK",0.00277985155185253,2.77267842657561,0.00950989550095121,"TMEM240",0.00385218571380629
"SSU72","OK",1.97524026387773e-205,30.5617244050816,0.109961800948234,"SSU72",1.06619858500118e-204
"AL645728.1","OK",0.230250330641323,0.73802268965998,0.00253634202077807,"AL645728.1",0.281627444730883
"FNDC10","OK",1.59839438634797e-75,18.3517449658611,0.0658342622590005,"FNDC10",5.25353649196243e-75
"MIB2","OK",1.33304288747441e-16,8.18754499156097,0.0293660249527411,"MIB2",2.60408684140478e-16
"MMP23B","OK",2.55730163695987e-289,36.3316873884245,0.130567806243729,"MMP23B",1.69314251285064e-288
"CDK11B","OK",4.00922744541185e-16,8.05391861137365,0.0288884973197901,"CDK11B",7.77212607080673e-16
"SLC35E2B","OK",7.89354046991982e-07,4.80100565624558,0.0171732110275911,"SLC35E2B",1.24507982073372e-06
"CDK11A","OK",2.92210669546418e-10,6.19457600751671,0.022191090930296,"CDK11A",5.05005999444116e-10
"SLC35E2","OK",0.131670341988669,1.11853004012869,0.00389636697988718,"SLC35E2",0.164373974604772
"NADK","OK",4.2327262544694e-84,19.3952413929954,0.0697046281021856,"NADK",1.45729243808159e-83
"GNB1","OK",3.56658845004372e-221,31.7245228925927,0.114148866951917,"GNB1",2.00790607021101e-220
"CALML6","OK",0.505357970209575,-0.0134308434038578,-0.000141975875962895,"CALML6",0.594145667571509
"TMEM52","OK",1.71411800028363e-56,15.7938808383205,0.0562521791725933,"TMEM52",5.03196266502613e-56
"CFAP74","OK",0.537770910978376,-0.0948195249931713,-0.000386546988525268,"CFAP74",0.594145667571509
"GABRD","OK",0.553203531830631,-0.133759268970582,-0.000532723897193634,"GABRD",0.596005553031035
"PRKCZ","OK",7.78003558867568e-17,8.25212640375287,0.0295674728476119,"PRKCZ",1.5267577031125e-16
"FAAP20","OK",1.27716768257767e-79,18.8574091755195,0.0678016611577137,"FAAP20",4.29843624777713e-79
"SKI","OK",2.5780210054837e-26,10.5485985232706,0.037865521292159,"SKI",5.77980389296056e-26
"MORN1","OK",0.00174722776504015,2.92052197385344,0.0103413560156553,"MORN1",0.00244209459345693
"RER1","OK",5.73637449646457e-138,24.9748477805812,0.0898394421295478,"RER1",2.49686901349964e-137
"PEX10","OK",6.66158781013664e-36,12.453865995121,0.0446929802348913,"PEX10",1.66186874713661e-35
"PLCH2","OK",1.61993937326171e-38,12.9253100665631,0.0463287716278369,"PLCH2",4.13993807276015e-38
"PANK4","OK",0.00848225878041652,2.38747584433354,0.00847689519606879,"PANK4",0.0114518887226493
"HES5","OK",0.586893429279646,-0.219560905329579,-0.000848059812251755,"HES5",0.613566174044244
"AL139246.5","OK",2.10513106063569e-16,8.13235599543032,0.0291371284319573,"AL139246.5",4.09899682800747e-16
"TNFRSF14","OK",1.02530129610463e-93,20.5023697713246,0.0737268957978873,"TNFRSF14",3.69800101018012e-93
"AL139246.3","OK",0.00760133524415498,2.42751470608318,0.00857660455373934,"AL139246.3",0.0102941686154927
"FAM213B","OK",3.78894737364566e-161,27.0246945423922,0.0971407090896973,"FAM213B",1.78002246242774e-160
"MMEL1","OK",5.72808602135879e-115,22.7598789625463,0.0815562306974368,"MMEL1",2.28788059278298e-114
"TTC34","OK",0.465948625113162,0.085458043012636,0.000188181971695943,"TTC34",0.552894772709554
"PRDM16","OK",0.0240340347009568,1.97676615168072,0.00680985218386225,"PRDM16",0.0316428396438858
"AL590438.1","OK",0.528452821686365,-0.0713812188943595,-0.000260241314540737,"AL590438.1",0.594145667571509
"ARHGEF16","OK",3.76284884917225e-25,10.293663999613,0.0366442887180009,"ARHGEF16",8.31829688045308e-25
"AL512413.1","OK",0.499259896814538,0.0018551646349568,-0.000111102863093351,"AL512413.1",0.590050692316267
"MEGF6","OK",1.05705519029276e-14,7.64349031506977,0.0272606014556877,"MEGF6",2.00016478522828e-14
"TPRG1L","OK",7.41517623526251e-19,8.79094775588821,0.0315266493742378,"TPRG1L",1.50471260090469e-18
"WRAP73","OK",1.53824911026454e-05,4.16772867353094,0.0148916547627145,"WRAP73",2.33099824958739e-05
"TP73","OK",5.37109044416564e-29,11.1138532928126,0.039655010913187,"TP73",1.24757875140224e-28
"SMIM1","OK",1.17847366906212e-35,12.4082685180866,0.0445048147984183,"SMIM1",2.93439201951617e-35
"LRRC47","OK",3.36222013901052e-12,6.86339192594698,0.024595430163191,"LRRC47",6.07607572942771e-12
"CEP104","OK",8.55840449444374e-11,6.38520493022685,0.0228714672900295,"CEP104",1.49753154177941e-10
"DFFB","OK",0.0663018827388535,1.50391301474304,0.00529284122322703,"DFFB",0.0846772205437533
"C1orf174","OK",4.98859542188013e-34,12.1046682640286,0.043467748219173,"C1orf174",1.22019514380631e-33
"LINC01134","OK",0.552139511870415,-0.131068681096498,-0.0005696952042701,"LINC01134",0.595701525133479
"AL805961.2","FAIL",NA,NA,NA,"AL805961.2",1
"LINC01777","FAIL",NA,NA,NA,"LINC01777",1
"AJAP1","OK",8.69908178875977e-35,12.2471603883064,0.0435558687573698,"AJAP1",2.14420551989826e-34
"Z98259.3","OK",NA,NA,-0.000118893065854453,"Z98259.3",NA
"AL365255.1","FAIL",NA,NA,NA,"AL365255.1",1
"NPHP4","OK",0.000708677315797488,3.19109337911953,0.0113317726240048,"NPHP4",0.00100774607090438
"KCNAB2","OK",1.5948851093706e-135,24.7488521826937,0.0890009866805017,"KCNAB2",6.88599129608872e-135
"CHD5","OK",0.574840411532918,-0.188711194958528,-0.00070649386357725,"CHD5",0.605734945209104
"RPL22","OK",0,65.4014337683743,0.235391539261337,"RPL22",0
"RNF207","OK",5.1011671607839e-43,13.6996439529467,0.049148012133939,"RNF207",1.35385551303713e-42
"ICMT","OK",6.44564875561746e-63,16.7009877272002,0.0600018497486874,"ICMT",1.97207345085648e-62
"LINC00337","OK",0.742056379990073,-0.649698117699118,-0.00234189440399421,"LINC00337",0.746205528660784
"GPR153","OK",1.19385456815044e-78,18.7388412255104,0.0670793792017138,"GPR153",3.99560563723908e-78
"ACOT7","OK",1.53985075174782e-90,20.1433220680767,0.0723789444305994,"ACOT7",5.47007854584793e-90
"HES2","OK",2.75673059229903e-32,11.7708977781693,0.0418176883687543,"HES2",6.64267981820361e-32
"ESPN","OK",0,47.5165034154768,0.170754075116832,"ESPN",0
"TNFRSF25","OK",0,60.2459585386762,0.216812370117212,"TNFRSF25",0
"PLEKHG5","OK",4.1340256812904e-14,7.4659822165643,0.026599172465809,"PLEKHG5",7.73585225623988e-14
"NOL9","OK",9.26416701573388e-05,3.73828025443802,0.0133418907409752,"NOL9",0.000136475549983069
"TAS1R1","OK",0.0117174653554074,2.26626879621538,0.00713335745504367,"TAS1R1",0.0157071837055173
"ZBTB48","OK",0.0251138493776907,1.95801972020318,0.00693173084799953,"ZBTB48",0.0330249456420404
"KLHL21","OK",2.3548784303264e-28,10.9811337013291,0.0393936722009831,"KLHL21",5.40823775100384e-28
"PHF13","OK",1.78161106414034e-21,9.44472986900008,0.0338397784004367,"PHF13",3.74236692311408e-21
"THAP3","OK",2.44391879913012e-09,5.85094639176103,0.0209486313863163,"THAP3",4.13867878815196e-09
"DNAJC11","OK",2.00318687356821e-07,5.06865465765543,0.0181223398817955,"DNAJC11",3.21247129700064e-07
"CAMTA1","OK",0,57.5886604486417,0.207288423658388,"CAMTA1",0
"AL359881.3","OK",0.543540754863111,-0.10935806905016,-0.000386583978129204,"AL359881.3",0.594145667571509
"AL359881.2","OK",0.533112312199382,-0.0830957871863887,-0.000325819637697315,"AL359881.2",0.594145667571509
"AL359881.1","OK",0.558752044282117,-0.147805952613699,-0.000504933937888364,"AL359881.1",0.597922415320664
"VAMP3","OK",1.88473589558158e-133,24.555589994463,0.0883028830313815,"VAMP3",8.09152131560122e-133
"PER3","OK",7.09043550947427e-22,9.54074585473997,0.0341890469880869,"PER3",1.49717243765535e-21
"UTS2","OK",1.0752569639647e-108,22.1173820387587,0.0795168758435757,"UTS2",4.16767408270252e-108
"TNFRSF9","OK",0,84.760879741239,0.304996927630908,"TNFRSF9",0
"PARK7","OK",0,54.1476675615699,0.194908648330542,"PARK7",0
"AL034417.3","OK",1.35764239081973e-07,5.14220784825852,0.018050054768248,"AL034417.3",2.1873311684654e-07
"ERRFI1","OK",0,89.9871897101119,0.323732987275707,"ERRFI1",0
"AL034417.2","OK",5.43227809024611e-19,8.82583556485884,0.0312318101213822,"AL034417.2",1.10426179058096e-18
"SLC45A1","OK",1.96421969346948e-14,7.56334166386191,0.0268804914026526,"SLC45A1",3.69866344906785e-14
"RERE","OK",7.57141239289794e-102,21.3941613666344,0.076920215092496,"RERE",2.84816983017113e-101
"AL357552.2","OK",NA,NA,-9.04748658663811e-05,"AL357552.2",NA
"ENO1","OK",0,89.3357709960715,0.321642225899955,"ENO1",0
"CA6","OK",0.0617860021133973,1.53995220458714,0.00501362916669543,"CA6",0.0791089560422845
"SLC2A5","OK",0,109.342497583399,0.393244810954705,"SLC2A5",0
"GPR157","OK",3.61628035830857e-68,17.407540037472,0.0624121137277707,"GPR157",1.14009361479551e-67
"MIR34AHG","OK",4.60241365876137e-13,7.14190191868121,0.0255140676067494,"MIR34AHG",8.45242753539511e-13
"LINC01759","OK",0.0797983279001031,1.40642939799155,0.00489337768766968,"LINC01759",0.101299430239203
"H6PD","OK",2.67345393976789e-31,11.5776873626998,0.0415625373619192,"H6PD",6.36985900161727e-31
"SPSB1","OK",4.00591020528102e-90,20.0959185522837,0.0722320434906543,"SPSB1",1.42176034429628e-89
"BX323043.1","OK",0.50985492030155,-0.0247051347458599,-0.000166827704885626,"BX323043.1",0.594145667571509
"AL928921.2","OK",0.633176090385828,-0.340277155294596,-0.00126952208774421,"AL928921.2",0.648350030854184
"SLC25A33","OK",2.94369665333015e-248,33.6311214298531,0.120933863065135,"SLC25A33",1.77654517671844e-247
"TMEM201","OK",3.53777346202498e-08,5.38924201702157,0.0192283264897368,"TMEM201",5.80956025560224e-08
"PIK3CD","OK",1.24951036925799e-167,27.5707074664327,0.0991624693413237,"PIK3CD",6.00560340987144e-167
"CLSTN1","OK",1.48554640222886e-36,12.5730313922132,0.0451640149487828,"CLSTN1",3.72101348129825e-36
"CTNNBIP1","OK",1.90161878843491e-121,23.4049732501102,0.0841569305663517,"CTNNBIP1",7.78070827127359e-121
"LZIC","OK",2.0709540412042e-58,16.0699843653943,0.0577543937746481,"LZIC",6.14698931690062e-58
"NMNAT1","OK",2.75435450995057e-05,4.03292403925893,0.0143867711109176,"NMNAT1",4.12861003715351e-05
"RBP7","OK",0,65.1741139159127,0.23345387809674,"RBP7",0
"UBE4B","OK",3.43659293857433e-07,4.96491304301402,0.0177570298607396,"UBE4B",5.47392255264218e-07
"KIF1B","OK",1.14438251045797e-133,24.5758662031818,0.0883569388072131,"KIF1B",4.91731520512379e-133
"AL139424.3","OK",0.62436452559231,-0.316963960306076,-0.00117887247782832,"AL139424.3",0.641352272173668
"AL139424.2","OK",2.61353471190849e-05,4.0452348625085,0.0135246457659156,"AL139424.2",3.92020298776903e-05
"PGD","OK",4.42149459661981e-106,21.8441107552784,0.0785203126124557,"PGD",1.69319449486895e-105
"CENPS-CORT","OK",2.44002363640766e-07,5.03096991549635,0.017261613156739,"CENPS-CORT",3.90289356395964e-07
"CENPS","OK",1.202611265028e-82,19.222371382147,0.0689761886380118,"CENPS",4.10477202485316e-82
"CORT","OK",NA,NA,-0.000131234406734621,"CORT",NA
"DFFA","OK",1.53289349865218e-76,18.4786821073431,0.0664194733675192,"DFFA",5.07110904411975e-76
"PEX14","OK",0.000933633120318802,3.11057001293178,0.0110786053623377,"PEX14",0.00132146125915911
"CASZ1","OK",7.33817755265214e-42,13.5046731982859,0.0484504711181652,"CASZ1",1.93252351602925e-41
"C1orf127","OK",0.565304869115556,-0.164433031897757,-0.000624456296142194,"C1orf127",0.600645911472853
"TARDBP","OK",6.05112617351281e-23,9.79269811098203,0.0351521001984019,"TARDBP",1.29850774585751e-22
"AL109811.4","OK",0.39068758978169,0.27752738704654,0.000880611521246649,"AL109811.4",0.467685621968485
"MASP2","OK",NA,NA,-0.000126558654304849,"MASP2",NA
"SRM","OK",2.17386486926851e-236,32.8092365004927,0.118049666543481,"SRM",1.27386163236786e-235
"EXOSC10","OK",2.49222571976032e-11,6.57139953008852,0.0235451519215207,"EXOSC10",4.41275408699708e-11
"MTOR","OK",4.50037396383323e-05,3.91606101084492,0.0139799306855344,"MTOR",6.69908940003859e-05
"ANGPTL7","FAIL",NA,NA,NA,"ANGPTL7",1
"UBIAD1","OK",1.17061197958768e-15,7.92178632495988,0.028395314486795,"UBIAD1",2.249681056167e-15
"DISP3","OK",0.561668525589406,-0.155200887274036,-0.000574979438153234,"DISP3",0.599228196178355
"FBXO2","OK",5.59228332503314e-57,15.8643634716553,0.0569960939447494,"FBXO2",1.64655664561885e-56
"FBXO44","OK",3.07271519948713e-15,7.80092649137458,0.0279669141420145,"FBXO44",5.86752169801678e-15
"FBXO6","OK",5.23278684761337e-88,19.8525942686254,0.0713742741046046,"FBXO6",1.83611603771436e-87
"MAD2L2","OK",1.18281615948449e-216,31.3950276908714,0.112942220904677,"MAD2L2",6.57478282750258e-216
"DRAXIN","OK",1.07914313445158e-73,18.1214506715583,0.0650464807424756,"DRAXIN",3.51245288398413e-73
"AGTRAP","OK",3.84489202194584e-283,35.9383727761714,0.129318540054505,"AGTRAP",2.513664866826e-282
"C1orf167","OK",8.86065039502011e-08,5.22177834723255,0.0183472716199739,"C1orf167",1.43562855663131e-07
"MTHFR","OK",1.94352545895541e-14,7.56471861799842,0.0271083407128633,"MTHFR",3.66004418415183e-14
"CLCN6","OK",4.58966552024566e-07,4.90846221349925,0.0175180512609715,"CLCN6",7.28769186828958e-07
"NPPA","FAIL",NA,NA,NA,"NPPA",1
"NPPB","OK",2.21155293777037e-30,11.3951022205055,0.0388079956944657,"NPPB",5.22090116562186e-30
"KIAA2013","OK",5.3498096887675e-63,16.7121021565525,0.060068703496268,"KIAA2013",1.63781004445818e-62
"PLOD1","OK",0,85.4877447807149,0.30765194474087,"PLOD1",0
"MFN2","OK",1.08176325339483e-16,8.2126538096353,0.0294428287724653,"MFN2",2.11572144754424e-16
"MIIP","OK",4.35867438674433e-40,13.2004837067676,0.0474162619817584,"MIIP",1.12966927018162e-39
"TNFRSF8","OK",1.459003349869e-148,25.9317932398327,0.0928577748285584,"TNFRSF8",6.59284222714901e-148
"TNFRSF1B","OK",0,110.248789630315,0.396950559769729,"TNFRSF1B",0
"VPS13D","OK",0.018945739273108,2.07602673345265,0.00735966222161499,"VPS13D",0.0250855739267717
"AC243836.1","OK",NA,NA,-8.96601256012524e-05,"AC243836.1",NA
"DHRS3","OK",1.15918349264525e-181,28.717330575935,0.103248548115616,"DHRS3",5.8321787983217e-181
"AC254633.1","OK",0.675182441506385,-0.454269150757899,-0.00166266517604903,"AC254633.1",0.684875877573749
"AADACL4","FAIL",NA,NA,NA,"AADACL4",1
"C1orf158","OK",0.590479132414084,-0.228777654723258,-0.000820128410885023,"C1orf158",0.615817843668502
"PRAMEF9","FAIL",NA,NA,NA,"PRAMEF9",1
"LRRC38","FAIL",NA,NA,NA,"LRRC38",1
"PDPN","OK",0,160.550884427221,0.577726231744052,"PDPN",0
"PRDM2","OK",8.98715502195521e-57,15.8345490574104,0.0569130528368325,"PRDM2",2.64297439868203e-56
"KAZN","OK",0,49.0208124506913,0.176183784518513,"KAZN",0
"TMEM51","OK",0,77.9892485017109,0.280455895835815,"TMEM51",0
"C1orf195","OK",NA,NA,-0.000100964281811701,"C1orf195",NA
"FHAD1","OK",1.19082965350242e-21,9.48683039105969,0.0338249944174342,"FHAD1",2.50698978772358e-21
"AL031283.1","OK",0.640772152518709,-0.36052348810019,-0.00133611739451115,"AL031283.1",0.654816311471263
"EFHD2","OK",0,46.492809377209,0.167337816792533,"EFHD2",0
"CTRC","OK",0.525689403433051,-0.0644383518159955,-0.0002812461168782,"CTRC",0.594145667571509
"CELA2A","FAIL",NA,NA,NA,"CELA2A",1
"CASP9","OK",0.000165842736779464,3.58920693783046,0.0127923374271372,"CASP9",0.0002419339917195
"DNAJC16","OK",4.22961632822442e-08,5.35704869774338,0.0191659478347504,"DNAJC16",6.92096772715167e-08
"AGMAT","OK",3.04440544077143e-22,9.62802561564306,0.0344971438042451,"AGMAT",6.46981124017416e-22
"DDI2","OK",4.03020714501159e-19,8.85918136700033,0.0317784446051683,"DDI2",8.20769898597533e-19
"AL121992.2","OK",0.517576023900496,-0.0440708203071315,-0.000229144505364009,"AL121992.2",0.594145667571509
"PLEKHM2","OK",1.0880961975665e-88,19.9313484087828,0.0716465656497412,"PLEKHM2",3.83499146204491e-88
"SLC25A34","OK",3.34782335823196e-05,3.98684950213611,0.0138856646096728,"SLC25A34",5.00415485424275e-05
"TMEM82","OK",NA,NA,-6.42449449919628e-05,"TMEM82",NA
"FBLIM1","OK",0,86.2267988671757,0.310182755320077,"FBLIM1",0
"UQCRHL","OK",0.157775389892167,1.00364287696416,0.00346969657494695,"UQCRHL",0.195752307195781
"SPEN","OK",1.33878836368827e-56,15.8094586586935,0.0568193025498698,"SPEN",3.93189581336772e-56
"ZBTB17","OK",7.98960086838847e-17,8.24895018906528,0.0295748201121007,"ZBTB17",1.56710563136356e-16
"HSPB7","OK",2.0268693080526e-15,7.85325574633581,0.0277593377906947,"HSPB7",3.87903216805694e-15
"CLCNKA","OK",0.0760666557713698,1.43203672417931,0.00458351654290678,"CLCNKA",0.0966739464939618
"CLCNKB","OK",0.697793415891673,-0.518064642820281,-0.00187091478080539,"CLCNKB",0.705063953551507
"FAM131C","OK",0.00123864428655261,3.02610183024215,0.010575237775782,"FAM131C",0.00174381582129734
"EPHA2","OK",0,49.9470802886152,0.179499701525785,"EPHA2",0
"ARHGEF19","OK",3.96056710639396e-25,10.2887335310017,0.0368959202819088,"ARHGEF19",8.75244627633956e-25
"RSG1","OK",0.0910958916049695,1.33403684028875,0.00465870845024643,"RSG1",0.115134463377833
"FBXO42","OK",2.54595015302334e-08,5.44807110571981,0.0194968514820585,"FBXO42",4.1951134330552e-08
"SZRD1","OK",2.27629352996322e-47,14.4088452103715,0.0517787370838717,"SZRD1",6.25182769724592e-47
"SPATA21","OK",0.106515191659944,1.24527581278299,0.00402119352760417,"SPATA21",0.133925895297361
"NECAP2","OK",6.64756089530311e-98,20.9664001373472,0.0753955842397184,"NECAP2",2.45169084995864e-97
"LINC01772","OK",0.286441568190657,0.563810454107799,0.00189912842779575,"LINC01772",0.34756339202133
"AL137802.2","OK",1.6804591204151e-17,8.43328605672591,0.0299886757940643,"AL137802.2",3.33713338477935e-17
"NBPF1","OK",2.40697509891941e-29,11.1852778890968,0.0400532429341632,"NBPF1",5.61457238320042e-29
"AL137798.1","OK",NA,NA,-6.91879982155e-05,"AL137798.1",NA
"AL021920.3","FAIL",NA,NA,NA,"AL021920.3",1
"CROCC","OK",7.63735172975567e-05,3.78656031129866,0.013502672478832,"CROCC",0.000112829310185764
"BX284668.5","OK",2.42522865191121e-126,23.8807888139369,0.0858143630117577,"BX284668.5",1.01241397807047e-125
"BX284668.6","OK",0.50788685857807,-0.0197707106334794,-0.0001828164512988,"BX284668.6",0.594145667571509
"MFAP2","OK",0,97.7580598255049,0.351646895441048,"MFAP2",0
"ATP13A2","OK",5.36988242770662e-20,9.08118647106266,0.0325591725120007,"ATP13A2",1.1058961489415e-19
"SDHB","OK",2.09504903805092e-83,19.3128255044002,0.0694402472442906,"SDHB",7.18307714380614e-83
"PADI2","OK",9.25983131162467e-47,14.3116023116009,0.0510386548226884,"PADI2",2.53056006130503e-46
"AL590644.3","OK",NA,NA,-9.28499152627154e-05,"AL590644.3",NA
"PADI1","OK",NA,NA,-0.000136955261502988,"PADI1",NA
"PADI3","FAIL",NA,NA,NA,"PADI3",1
"PADI4","OK",2.06868967604196e-19,8.93323276601305,0.031732394655831,"PADI4",4.22734096282803e-19
"PADI6","FAIL",NA,NA,NA,"PADI6",1
"RCC2","OK",3.60275707432857e-54,15.4529616357964,0.0555351297351689,"RCC2",1.03912149295002e-53
"ARHGEF10L","OK",1.93861803815521e-161,27.0494457415736,0.0970246357722629,"ARHGEF10L",9.12483479629419e-161
"ACTL8","OK",0.53804432685201,-0.0955079873246889,-0.000391497904227358,"ACTL8",0.594145667571509
"IGSF21","OK",1.05733229552474e-87,19.8172214940614,0.0703721339245552,"IGSF21",3.70085010657572e-87
"KLHDC7A","OK",0.00564233237888359,2.53375795902824,0.00760674289349037,"KLHDC7A",0.0076970253379847
"ALDH4A1","OK",0.000237468936154858,3.49450715885424,0.0123074840465444,"ALDH4A1",0.000344492774360311
"IFFO2","OK",6.94524059672131e-05,3.81011028910032,0.0135880674855451,"IFFO2",0.000102719568424744
"UBR4","OK",6.66242918837951e-23,9.78296509569181,0.035114600448692,"UBR4",1.42860217465545e-22
"EMC1","OK",2.902852421139e-41,13.4030135133307,0.0481203190173524,"EMC1",7.60624231091297e-41
"MRTO4","OK",7.9886090418955e-95,20.6261838670088,0.0741513722623317,"MRTO4",2.89872803880812e-94
"AKR7A3","OK",0.000507916312147956,3.28610464891015,0.0114809514766914,"AKR7A3",0.000727385869641162
"AKR7A2","OK",0,37.5612926744572,0.135153576836541,"AKR7A2",0
"PQLC2","OK",8.63092134081926e-36,12.4331843830446,0.044596135764186,"PQLC2",2.15207356800388e-35
"CAPZB","OK",0,49.2895154065132,0.177414784903785,"CAPZB",0
"MINOS1","OK",1.41121161218359e-254,34.0606583413963,0.122564273999747,"MINOS1",8.64334344390957e-254
"NBL1","OK",0,123.161920096615,0.443362271099361,"NBL1",0
"TMCO4","OK",0.000139231629742126,3.63455276996375,0.0129655300283419,"TMCO4",0.000203834776229445
"OTUD3","OK",6.80903814216834e-08,5.27032722166608,0.0188336448210038,"OTUD3",1.10757442498369e-07
"PLA2G2A","OK",1.59978081246916e-28,11.0160021115134,0.0293825493294263,"PLA2G2A",3.68305176458482e-28
"PLA2G5","OK",1.16332258999379e-80,18.9836905065247,0.0625446296997212,"PLA2G5",3.92931719273469e-80
"PLA2G2D","OK",5.32765064588273e-61,16.4354939193653,0.0586284984488536,"PLA2G2D",1.61354734732851e-60
"PLA2G2F","OK",NA,NA,-0.000123605846299312,"PLA2G2F",NA
"Z98257.1","OK",3.32894856675699e-05,3.98819128421612,0.0133841705810706,"Z98257.1",4.97669383330716e-05
"PLA2G2C","OK",0.636903350717156,-0.350193747840706,-0.00130958425478199,"PLA2G2C",0.651417211517779
"UBXN10","OK",3.51773298004879e-17,8.34643445179528,0.0296954418801678,"UBXN10",6.94246922828264e-17
