	log2FoldChange	fdr
FAM215B	0.516962400603352	1
ING1	0.516962400603352	0.148307990937267
FAM114A2	0.516962400603352	1
WDR44	0.516962400603352	1
SH2D3A	0.516962400603352	0.170159231328919
TMEM260	0.516962400603352	1
VAC14	0.516962400603352	1
SLC37A3	0.516962400603352	1
CEP89	0.516962400603352	1
CCSAP	0.516962400603352	1
EXT2	0.516962400603352	1
METTL25	0.516962400603352	1
ERCC2	0.516962400603352	1
LINC00528	0.516962400603352	1
EVA1C	0.516962400603352	1
STX1A	0.516962400603352	1
PANX1	0.516962400603352	1
ACTR3C	0.516962400603352	1
TVP23C	0.516962400603352	1
CPEB3	0.516962400603352	1
ACSF2	0.516962400603352	1
ITGAV	0.516962400603352	1
RNF32	0.516962400603352	0.448943932703264
MAMLD1	0.516962400603352	0.074835167777942
AC009961.1	0.516962400603352	1
SPATA24	0.516962400603352	1
KYAT1	0.516962400603352	1
RHOBTB2	0.516962400603352	1
BTNL9	0.516962400603352	1
ZNF284	0.516962400603352	1
TRGC1	0.518015847193334	1
THAP5	0.518521228459907	1
CDK11B	0.519126984716668	1
AKT2	0.519397329520402	1
MAP4K4	0.519744841274672	1
EFCAB14	0.520208060107001	1
EED	0.520300686028572	1
TNFSF14	0.52037868219234	0.061226700959127
AFF4	0.520502758308601	1
EIF4E	0.520856316707836	1
REXO1	0.521288326006139	1
PIKFYVE	0.521288326006139	1
LSM1	0.521454448988753	1
NPM1	0.521751536089826	0.934162555295929
WNK1	0.521828155775161	1
CARD8	0.521828155775161	1.16345599820988E-11
NMD3	0.521828155775161	0.473885591659161
RIT1	0.522039338537876	0.064000372241765
ITFG2	0.522039338537876	1
ORMDL1	0.522201765783956	1
LSM4	0.522304308471283	0.795379026808358
CFAP36	0.522521925945249	1
HLA-E	0.52274839090779	1
MED7	0.522948695669084	1
ZCCHC8	0.522948695669084	1
GPSM3	0.523187631582323	1
PPP2R1B	0.523446434173552	1
RAB10	0.523727688690648	1
TPMT	0.52382694190116	1
MED21	0.524034449278855	0.207397952092971
INTS1	0.524739751195066	0.2269059282333
GLUL	0.524739751195066	1
FAM241B	0.524739751195066	1
LPIN1	0.525007189334848	1
GRK2	0.525080652671341	1
FAU	0.525690697383965	1
RNF167	0.525847386597565	1
ANKFY1	0.525932554107906	1
NUPL2	0.526343636897661	1
ARMCX3	0.52667755543656	1
TEDC1	0.52667755543656	1
SLC35B3	0.52667755543656	0.817446327447807
SERPINH1	0.52667755543656	1
PIK3IP1	0.527359261748391	1
SDHA	0.527422172248383	1
CWF19L1	0.527557515842543	1
PHF14	0.528060109486676	1
PLIN2	0.528060109486676	1
TMEM131L	0.528060109486676	1
SMIM27	0.528238407088201	0.991570323988325
ALDOA	0.528404107924348	5.76188737815837E-07
GATA3	0.528469500817718	1
CCDC59	0.528544902340757	1
SPAG9	0.528612760342276	1
CENPB	0.528612760342276	1
CHST11	0.528910253907792	0.144318917938842
EIF3D	0.529012823673642	1
RHOT2	0.529096156239201	0.074440325711617
PIGT	0.529096156239201	0.134434104110459
PPP2R2A	0.529315828114902	1
TNFSF12	0.529315828114902	1
CTCF	0.529386116051431	0.00148555628657
RANBP2	0.529901456310842	1
GPN2	0.529901456310842	1
RBM15B	0.529901456310842	1
ANKRD13C	0.529901456310842	1
PDIK1L	0.529901456310842	1
PRKAA1	0.53065897538359	1
PCM1	0.53073226257676	1
URM1	0.53073226257676	1
FLYWCH2	0.531072000018781	1
SNF8	0.531189002171307	5.31838013092746E-05
NMRK1	0.531256735922854	1
DNAJC2	0.53137284352751	2.13070334323022E-12
RAB3GAP2	0.531677081200695	1
MAPKAPK2	0.53224159476536	1
KDM5A	0.532295971451233	1
FKBP8	0.532314662963659	1
COQ6	0.532475399974678	1
MTA2	0.532475399974678	1
GPD2	0.532475399974678	1
TTN	0.532683896982175	1
CHTF8	0.532929149008415	1
NAMPT	0.533068735389532	1
TLK2	0.533118168994391	1
MAP4K1	0.533577114454249	0.000871447673346
DNAJC11	0.533577114454249	1
ARV1	0.533577114454249	1
MAF1	0.53396348163408	1
MPC1	0.534577943520317	1
RAB5B	0.534847278915646	1
HMGXB4	0.535044759586809	0.740052582025665
COX6A1	0.535124978388621	1
ZKSCAN1	0.535195755980358	1
CRBN	0.535918392217178	1
IQCG	0.536327725470277	1
KLHDC3	0.536327725470277	0.604930663432695
PIGG	0.536327725470277	1
INTS12	0.536327725470277	1
SLC35E3	0.536327725470277	1
MFSD13A	0.536327725470277	1
TLR3	0.536327725470277	1
LINC02086	0.536327725470277	0.001135106381737
CRYAB	0.536327725470277	0.991570323988325
CHD7	0.536327725470277	0.671697797270082
LRPPRC	0.536990881097168	1
SMG7	0.537096957715055	1
PREPL	0.537243431652017	1
CD5	0.537458807488925	1
DDI2	0.537458807488925	0.810299290293947
DDX39A	0.537669143550076	1
HTT	0.538075387756544	1
IL32	0.538185463651589	0.164750696757875
ROCK1	0.538387247648571	1
SGF29	0.538463469814272	1
TMEM267	0.538463469814272	0.4015742343926
SMC1A	0.5387738603148	1
HDAC1	0.539073102209098	1
HTRA2	0.539361785559915	1
LAPTM5	0.539603862546513	0.094917220579382
WASHC3	0.540169791764674	0.009958589320154
ENG	0.540169791764674	0.671697797270082
MYCBP	0.540169791764674	1
GRAMD1B	0.540169791764674	1
TTC37	0.54066479778802	0.063294985106634
EXOC1	0.54066479778802	1
WDR6	0.540759971785539	1
FNTA	0.541128711734102	0.005927767974362
TEX30	0.541128711734102	1
RNF41	0.541128711734102	1
GOT2	0.541128711734102	1
ARHGAP4	0.541306219583092	0.991570323988325
SRP9	0.541743068955362	1
STK24	0.541874097976922	1
CSNK1A1	0.541974288611425	1
MOCS2	0.541974288611425	1
AAMP	0.542285180766675	0.011869072049269
H3F3A	0.542425060382276	1
MFSD8	0.542725496668429	1
NUP37	0.542725496668429	0.000704495502021
PPP1R12C	0.542725496668429	0.671697797270082
APBB1	0.542725496668429	1
RANBP10	0.542725496668429	1
CIAPIN1	0.543397298795074	1
GNAI2	0.543417150256601	0.692333613352483
MUM1	0.543707255835876	1
MTMR3	0.543707255835876	0.010611449182951
CDC37	0.543835262139218	1
ZNF107	0.544001653355704	0.001353722798558
CMTR2	0.544001653355704	1
IQSEC1	0.544001653355704	0.292626122567936
COPS4	0.544143378886627	1
ARL8A	0.544226740342801	1.64973727851316E-09
RBBP6	0.544371939119176	1
CIAO1	0.544548232275246	0.000738323049992
B3GALT4	0.544548232275246	1
RNF135	0.544548232275246	1
GAMT	0.544548232275246	1
SESN3	0.544548232275246	1
PFKP	0.544802384489574	1
LASP1	0.544851797776821	1
AP1S2	0.545044942571388	0.671697797270082
WDR26	0.545138895555101	0.029473274189514
ACTB	0.54516211894503	1
RPL12	0.545526862336837	1
MRPL52	0.545779200814856	1
GRSF1	0.545913774299482	1
PAK1	0.545913774299482	2.86335504827425E-05
GSPT2	0.545913774299482	0.904047998704675
PBDC1	0.546475680846362	0.671697797270082
ALKBH7	0.546475680846362	0.626308678268204
CASP3	0.546648531147999	0.020029762145303
CCR5	0.546855437374192	1
IMMP1L	0.546974969669785	1
SPATA33	0.546974969669785	1
PRMT1	0.547278025030822	1
TMEM204	0.547823364308105	1
ARFGEF1	0.548300367136357	0.450144853154142
CREB3L2	0.548517134478194	4.57472780924498E-05
ZBTB1	0.548671260330682	1
DDB1	0.548721121052004	1
SMAD5	0.549095021544158	1
BIN1	0.549169790015629	1
AKNA	0.549300022616028	1
RCOR3	0.549349218539068	1
ARPC5	0.549621175918183	1
TM2D3	0.54986987254344	1
MED14	0.550002662367361	1
LSM8	0.550087724425749	0.087655359721501
HNRNPK	0.550138082186377	1
PRRC2C	0.550341252866213	1
ABCB8	0.550365558870567	1
TBC1D23	0.550365558870567	0.702789285102018
LINC00909	0.550683018447348	1
PPWD1	0.551211962556263	1
CEBPZ	0.551288883728244	1
SNU13	0.551404257796916	1
GTF2A1	0.551634978258127	0.020585747561186
COX7A2L	0.55220180481868	1
NSMCE4A	0.552513153211219	1
RTN3	0.552621532810927	1
CRTC3	0.552621532810927	1
ZC3H8	0.552722163720947	0.671697797270082
VPS4B	0.552815848258853	1
DCUN1D5	0.552815848258853	1
PILRB	0.553133762548565	1
CCT2	0.554003170216726	1
PPP1R18	0.554180939077733	1
LDHB	0.554492993746752	0.991570323988325
FBXO22	0.555436548417986	1
FAM192A	0.555436548417986	1
PHF1	0.555436548417986	1
CEP41	0.555436548417986	1
C15orf40	0.555436548417986	0.892719240039121
NT5DC1	0.555436548417986	1
ZNF414	0.555436548417986	1
POLDIP2	0.555436548417986	0.833785216372822
EDC3	0.555436548417986	1
GRAMD2B	0.555436548417986	1
CS	0.555436548417986	0.080039202005032
PIP4K2B	0.555436548417986	0.412787887558946
BBS4	0.555436548417986	1
LRRC40	0.555436548417986	0.000107244457212
HSD17B4	0.555436548417986	0.299162462081502
RRS1	0.555436548417986	1
ICAM1	0.555436548417986	1
RNF24	0.555436548417986	1
TMLHE	0.555436548417986	1
BCS1L	0.555436548417986	1
DPY19L1	0.555436548417986	1
CPPED1	0.555436548417986	1
SULT1A3	0.555436548417986	1
FBXL19	0.555436548417986	1
SNX16	0.555436548417986	0.156424910516537
KRBA1	0.555436548417986	1
KRBA2	0.555436548417986	1
AL390728.5	0.555436548417986	1
PRDM10	0.555436548417986	1
FAM157C	0.555436548417986	1
AC016773.1	0.555436548417986	1.00801781329475E-06
C1QTNF3	0.555436548417986	0.18759520927185
ZFP57	0.555436548417986	0.042527705434795
ZNF816-ZNF321P	0.555436548417986	1
ORC6	0.555436548417986	1
B3GNT9	0.555436548417986	1
FBXL22	0.555436548417986	1
FAM161A	0.555436548417986	1
PTPN7	0.556520873941325	1
CNPY3	0.556701515654558	1
RBM26	0.556722946221354	1
ERICH1	0.556722946221354	1
YBX1	0.556791828029994	1
C12orf65	0.557051204480078	0.754478291642986
GABARAPL2	0.557086285637081	1
TRABD	0.557604385100695	1
DHX29	0.55780745288073	1
NAXE	0.558052496624995	1
PPP3CB	0.558470608507616	1
NONO	0.558734138518555	1
GOLGA3	0.558734138518555	1.98068777359531E-14
AP3S1	0.558883850036455	1
RHOF	0.55900536913926	1
PTDSS1	0.559228127580363	1
BPTF	0.559427408614023	1
ZNF638	0.559572322987186	0.000281048093378
CASD1	0.559648799704898	1
CLIP4	0.559648799704898	0.818412669512613
MRPL48	0.559648799704898	1
PHC3	0.559728158050357	0.848671811944427
HNRNPAB	0.559831662375898	1
TNRC18	0.559896196608682	0.671697797270082
TMEM263	0.559896196608682	1
POLR2E	0.559985249109617	1
GPKOW	0.560174467424643	1
MANF	0.560358747122707	1
PPIB	0.560689540066063	0.07504035971922
XPO1	0.560755245836962	1
UBQLN2	0.560850044604347	1
PPP1R35	0.561091965463625	1
RPL37	0.561265627220185	1
DENR	0.561265627220185	1
RPL22	0.561440011674021	1
NUCKS1	0.56161031603818	1
CYTH2	0.561750322350189	0.778113202347663
TCTEX1D2	0.561750322350189	1
KPNA4	0.562024208452744	0.000222635512527
ATP10D	0.562322934003227	1
ERBIN	0.562482692050102	1
CARHSP1	0.562650038650557	1
ACBD6	0.562650038650557	0.579104195513296
TAF15	0.562766090216476	1
PMPCB	0.562766090216476	0.778416398972395
RIC8A	0.563009768122783	1
SMAD4	0.563009768122783	1
RAPGEF6	0.563009768122783	1
METTL2A	0.563009768122783	1
LRP10	0.563137785784781	1
MARK3	0.563163910442595	1
UQCR11	0.563246850167295	5.17854688351077E-05
NDUFB10	0.563764908177135	1
DNM1L	0.563848788234181	1
SP1	0.563848788234181	1
KRI1	0.563848788234181	0.295144373701566
CCDC9	0.563848788234181	1
AC116407.2	0.563848788234181	1
RPL37A	0.563982923063033	1
SMDT1	0.564342101639881	1
DDX24	0.56444778971295	0.001669535860827
FAM50A	0.564731440473943	1
SOS2	0.56489687766705	1
DNAL4	0.56489687766705	0.000341649324559
PIGO	0.56489687766705	1
AL031777.3	0.56489687766705	1
RUFY1	0.56530679244205	1
GCNT1	0.56530679244205	1
ZNF800	0.56539307545041	1
CHCHD10	0.565414882426801	1
CPNE1	0.565753839403502	1
KDM6A	0.565753839403502	1
TFG	0.565872001084295	1
TRIR	0.566243303374563	0.198289195441206
OPA1	0.566243303374563	1
CIR1	0.566679712263465	1
RCHY1	0.567376161729509	1
GID8	0.567631845388292	0.07145522299932
CAPN10	0.568036585197622	1
AC093323.1	0.568036585197622	0.215122849164114
BCL2L13	0.568036585197622	1
MYPOP	0.568036585197622	1
RBSN	0.568036585197622	1
LINC00539	0.568036585197622	0.000720884986838
NSDHL	0.568036585197622	1
SMG1	0.568199500339895	1
HADHB	0.568342532614923	1
MT1G	0.568774347955138	1
DCXR	0.568774347955138	0.55524475028511
ELMOD3	0.568774347955138	1
NUMA1	0.568872687823683	1
EPRS	0.568872687823683	0.489887038939541
NOP16	0.569176605044291	0.009781072472184
BRCC3	0.569176605044291	1
UBE2D3	0.569463174909053	0.311256203998197
DMAC2	0.569603880344581	1
CRK	0.569603880344581	1
PPP2R3C	0.569827640723609	1
EBPL	0.569965322170562	1
RAB4A	0.569965322170562	1
FRYL	0.570176855863804	1
CCDC32	0.570543440808196	0.655972660005526
AGAP6	0.570543440808196	1
PIAS3	0.570543440808196	1
GMDS-AS1	0.570543440808196	1
SMIM26	0.571128831378566	0.41501035597217
GTPBP8	0.571169474682581	0.704078203224266
PAPOLG	0.571616475473421	1.67419469369834E-06
ATP6V1A	0.571616475473421	0.576310491830825
ZNF33B	0.571616475473421	1
SPOP	0.571761418964867	1
FAM162A	0.57184963830882	1
PPT1	0.571951635201	0.51616990036109
MBD2	0.572447151276934	0.310195763493744
PLRG1	0.572853601495389	1
KHNYN	0.572853601495389	1
ILF3-AS1	0.573045948011365	1
NIPAL3	0.573649351676016	1
ATP6V1H	0.573649351676016	1
MYL12B	0.574251070709136	0.782906727540261
APEX1	0.574295575669296	1
NGDN	0.574295575669296	0.255899368279202
DHX8	0.574295575669296	0.501736633343096
CHKB	0.574295575669296	1
C6orf120	0.574295575669296	1
ATL2	0.574295575669296	1
TRAPPC9	0.574295575669296	0.612843286139669
RASGRP3	0.574295575669296	0.009724557835443
SCFD2	0.574295575669296	1
SLC36A1	0.574295575669296	1
SIRT3	0.574295575669296	0.991570323988325
WDR91	0.574295575669296	1.66878318250386E-06
UBE3D	0.574295575669296	0.458711614900071
FAM107B	0.574464361284102	2.39462317751319E-06
PCMT1	0.574801873284918	1
EIF3G	0.575175536075292	1
CDC27	0.575997870900297	1
PAK2	0.576069502440791	1
POLR3K	0.576695667789785	1
TRA2B	0.576711139299148	1
PGGHG	0.576969709967625	1
YTHDF1	0.576969709967625	1
SH3YL1	0.576969709967625	1
TIGAR	0.576969709967625	0.99123821637449
CD52	0.577718341310094	1
RSBN1	0.578037977355116	1
PTMA	0.578491540320647	1
RBM23	0.578612870784076	0.209551192696999
HSF1	0.578612870784076	0.094168949001092
SAP18	0.578646287775005	0.051180815601382
ATG16L1	0.578972062878773	1
TMEM131	0.579217774374023	1
PDCD7	0.579532224035449	6.27089698011299E-06
CAPNS1	0.579570517709972	1
TMEM242	0.579638896743613	1
PMVK	0.57979575404639	1
BCL2	0.580172142005967	0.860085755983216
MLLT6	0.580172142005967	1
SUPT4H1	0.580527529380812	0.924586838788604
MSL1	0.580527529380812	1
ZNF26	0.580527529380812	1
COQ5	0.580527529380812	1
FOPNL	0.580527529380812	1
HIST1H2AE	0.580527529380812	0.121770179277895
C14orf37	0.580527529380812	1
C5orf42	0.580527529380812	0.183579344007733
SIN3B	0.580527529380812	1
TIMM23	0.580527529380812	1
FBXO46	0.580527529380812	1
THTPA	0.580527529380812	1
POLR3F	0.580527529380812	1
NOP56	0.58099677480401	0.843667887641207
FAM120A	0.581134086060295	1
FAM49B	0.581657725318667	0.026460939925931
TOPBP1	0.581770696231449	1
C1orf131	0.581871446609701	1
VAPA	0.581989967459301	1
PRKACA	0.581989967459301	0.551320640383193
ZDHHC4	0.582303154270663	1
ANXA2R	0.58243965032459	1.3648206017744E-05
ARCN1	0.58243965032459	1
COPS2	0.582598879400511	0.251940490276309
RNF187	0.582787036562938	0.43835904420472
SRP72	0.583475673827038	1
RICTOR	0.583494512515768	1
ANKRD13A	0.583633440248639	1
DMTN	0.583633440248639	1
HECTD3	0.583633440248639	1
ZC3H12D	0.583633440248639	1
DEAF1	0.584349240333222	0.671697797270082
SLC38A2	0.584605559964509	0.941346203946739
GTF2B	0.584768080528037	1
KPNA3	0.58484697883769	1
NPIPB5	0.58484697883769	3.30679493725714E-05
DCTN6	0.584962500721156	0.671697797270082
PNRC2	0.585493782274168	1
BRD9	0.585493782274168	1
ATE1	0.585493782274168	0.957877196196288
ACTR8	0.585493782274168	0.165581770348755
AREL1	0.585493782274168	1
C12orf29	0.585493782274168	1
HAT1	0.586732678907522	1
MBNL1	0.586830958483902	1
KLHDC4	0.58693240134723	0.119224018814181
BOD1L1	0.587208894472463	1
MZT2A	0.587468582177401	1
TRIM37	0.587616954167137	0.085740845208992
MRPL57	0.587740298333488	1
DDX39B	0.587858026110361	1
ASAH1	0.588078100100707	1
TBRG4	0.588279805104998	1
GBF1	0.588795145364418	0.860085755983216
TUBA1B	0.588859549955436	1
DDX46	0.589131594769134	1
SPTBN1	0.589207285073226	0.621328003935743
USP10	0.589207285073226	1
TOMM5	0.589326916487604	1
CREBZF	0.589439061929838	1
CTNNBL1	0.589908765675124	1
HDDC3	0.590062891527616	0.779025781673865
COL4A3BP	0.590266532581081	0.892378225473917
NDUFA6	0.590386852421105	1
SCAMP2	0.590442998245899	1
ATP5F1	0.590522685342545	0.360495596749171
ATXN7L3B	0.590597387998404	1
IQGAP1	0.590825680591784	0.689055155815943
RPUSD3	0.591148645137389	1
CCNB1IP1	0.591148645137389	1
NUDT16L1	0.591228810449601	1
WDR74	0.591302000974988	0.831961031731348
RNF169	0.591635097149378	1
SON	0.592767308210096	1
TGOLN2	0.592911253836648	1
TMEM259	0.592911253836648	1
ADPRHL2	0.592911253836648	1
MARCH2	0.592911253836648	1
RETREG3	0.592911253836648	0.860085755983216
ATG4B	0.592911253836648	1
ATF6	0.592911253836648	1
MTAP	0.592911253836648	1
ACSS1	0.592911253836648	1
ICMT	0.592911253836648	1
PAAF1	0.592911253836648	0.009356052436127
HDAC5	0.592911253836648	0.76911910945613
NAIP	0.592911253836648	1
ACAP3	0.592911253836648	1
URGCP	0.592911253836648	1
AVEN	0.592911253836648	1
ZNF710	0.592911253836648	1
DHRS11	0.592911253836648	0.911459144258746
ZNF517	0.592911253836648	0
CEP55	0.592911253836648	0.039839551332612
ZNF155	0.592911253836648	0.481639084815095
PBX1	0.592911253836648	0.755051070051127
GS1-124K5.4	0.592911253836648	1
ZNF304	0.592911253836648	1
ESCO2	0.592911253836648	7.84068172706661E-11
AL359504.2	0.592911253836648	1
PLEKHO1	0.59351755560682	1
TMEM238	0.593813220131041	0.000773766032956
OS9	0.593813220131041	0.958081951703544
RHOH	0.594638825640361	1
EBAG9	0.594671711701084	1
DPY30	0.594790987054868	0.000793050332764
NENF	0.594856898151613	1
LRRFIP1	0.594993816509198	1
RNF4	0.595085625070983	1
ATP13A3	0.595375293788127	1
METAP2	0.595754003605474	1
GSTP1	0.596314411366227	1
AKTIP	0.59648670806047	1
LIN7C	0.596605737394392	1
THEM4	0.597015652169382	0.171843509478711
AIMP2	0.597015652169382	1
SMG9	0.597015652169382	1
ABHD10	0.597015652169382	1
MSC	0.597015652169382	0.626308678268204
DCAF1	0.597527881907021	1
BAZ2A	0.597646062946682	8.25024854711316E-05
PHF8	0.598186195877319	1
NINJ2	0.598186195877319	1
CXCR3	0.598394707951812	1
CEP57	0.598410234241138	1
COX7A2	0.598689746371872	1
TM2D1	0.5989207033387	0.47992540229409
STK17B	0.599015140419144	1
FAM120AOS	0.599063480818244	1
ZNF680	0.599063480818244	1
PPP6R3	0.599535644147901	1
ADCY7	0.599830667776438	1
PDS5B	0.599830667776438	1
APRT	0.600016446729693	0.671697797270082
ITM2A	0.600217904252697	1
RLF	0.600290784202241	1
FOXJ3	0.600290784202241	1
SPRYD3	0.600290784202241	1
BRAP	0.600290784202241	0.099410202445339
ACAD8	0.600290784202241	0.307042573236692
SNX19	0.600290784202241	0.334816009954302
TMEM156	0.600816451921994	0.936122936837455
KRR1	0.601422753692167	1
MIB2	0.601422753692167	1
SF3B6	0.601570336428813	1
UBE3A	0.601692139378852	1
HMGN2	0.601934256991581	1
IL10RA	0.602129783866024	1
DNTTIP2	0.602836467711111	1
PLPBP	0.602964918500573	1
CYLD	0.603171475167955	1
CNOT3	0.603750486198113	1
USP7	0.603867223265039	1
PHRF1	0.603966442345642	0.805672279231704
UBA3	0.603966442345642	0.829455467158526
ATF7IP2	0.604126041332569	1
SCAPER	0.604248797770931	1
NUTF2	0.604490772731534	1
CCDC22	0.605189583615087	1
DLAT	0.605189583615087	1
ACTR5	0.605189583615087	0.00039875783063
ZNF865	0.605189583615087	1
ZRSR2	0.605758133392249	1
NDUFA11	0.605816433523222	0.47913778811048
SRSF10	0.606032525526816	1
ZNF480	0.606167350538913	1
PNN	0.606252342440963	1
SLC6A6	0.606475981418454	1
HIGD1A	0.606717053361679	0.002316048026015
SETD3	0.606717053361679	1
IFT57	0.607632759543415	1
MED28	0.607761233210263	1
ZNF217	0.607830673672385	5.88713929692649E-07
CHCHD2	0.60809359450565	1
ZNF431	0.608242907592637	0.001737589008149
ARL6IP1	0.60831383829601	1
SDHAF2	0.608446232945789	1
DCP2	0.608678569694965	1
TRAK1	0.608678569694965	1
LINC00847	0.608678569694965	1
PRUNE1	0.608678569694965	1
GLYR1	0.60909668157759	1
NOLC1	0.609259247924132	0.412787887558946
ATP2B1-AS1	0.609259247924132	1
METTL15	0.609628648781585	1
PIM1	0.610883904673402	1
RSF1	0.611289783151506	0.991570323988325
UBE2K	0.611289783151506	1
NOL11	0.611289783151506	1
LRRC41	0.611289783151506	1
IBTK	0.611289783151506	0.114896225399993
MBD3	0.611289783151506	1
ASMTL	0.611289783151506	1
MYO19	0.611289783151506	1
ARSB	0.611289783151506	1
CYB561D1	0.611289783151506	1
MAP2K5	0.611289783151506	1
GATS	0.611289783151506	1
LANCL2	0.611289783151506	1
RAB33A	0.612020076784353	0.763831945405589
ZNF791	0.612454969679412	1
PLPP5	0.612949007073188	1
C19orf25	0.613317464498483	1
YWHAG	0.613317464498483	1
ZFP36L1	0.613934019670489	0.210614619210359
GPX1	0.614007089292151	1
OXR1	0.61417037320845	1
PCBP1	0.61424814722482	1
IFNAR1	0.614937560166644	1
SAP30L	0.614937560166644	1
HIST1H4H	0.614937560166644	0.575020466361436
GTSF1	0.614937560166644	0.003106128513493
HSPBP1	0.614937560166644	1
ATG4A	0.614937560166644	1
LRIG2	0.614937560166644	1
ARRB2	0.615254322719437	0.000112901479964
SLK	0.615292947541489	1
MRPL21	0.615342299975977	0.001039413379495
ZPR1	0.615497938903883	1
MXRA7	0.615631330336728	1
NXT1	0.616016614099443	0.067798075924757
TNFRSF1A	0.616087576202737	0.396029778397825
GART	0.616261741114024	0.924586838788604
ZNF32	0.616261741114024	1
CRIPT	0.616650974905918	1
ZNF350	0.616650974905918	1
PTEN	0.616757995791014	1
MDFIC	0.616786873082437	1
TRAPPC1	0.616946185678567	1
HOXB2	0.61701787060769	1
ELMO1	0.617364297561182	1
CREB3	0.617364297561182	1
HCFC1R1	0.617364297561182	0.763831945405589
CHST7	0.617364297561182	1
SLC25A13	0.617364297561182	1
SLC2A6	0.617364297561182	1
LIN54	0.617364297561182	1
AC004817.3	0.617364297561182	1
ZNF226	0.618002234799479	0.714328168316022
UBE2G1	0.618121816633922	0.235016303261637
COX4I1	0.618296572256558	0.292626122567936
AEBP2	0.618576137229995	1
SCAMP3	0.619095185640298	1
GTF2H3	0.619095185640298	1
CCT7	0.619521660996679	0.497001290894488
YIPF4	0.619566885837697	0.053590797319628
BCL7C	0.619693855698363	1
PAFAH1B1	0.619714700428521	1
TXNL1	0.619945680884467	1
IFT20	0.620099265282423	1
ACADVL	0.620391990258756	1
LINC01550	0.620391990258756	1
RPUSD2	0.620391990258756	1
ATP13A2	0.620391990258756	1
NDUFB11	0.620458219057668	1
ATP5D	0.620754886761961	0.047314041277495
LARP1	0.62092563000624	1
DDX52	0.62092563000624	1
A1BG	0.621089787148238	0.012122252851433
SNHG15	0.621089787148238	0.511291663900122
KAT8	0.621399810796346	1
EEF1E1	0.62182394575189	0.74742401300712
FAM91A1	0.622205560630688	1
CDK19	0.622205560630688	1
KIAA2026	0.622711266673452	1
CHMP1B	0.622864475938272	1
COG3	0.622864475938272	1
CDK16	0.622864475938272	0.698983947861413
ITPKB	0.62315086701433	1
COX11	0.623877604519859	1
D2HGDH	0.623877604519859	1
KIAA0368	0.624620113563987	1
DOK2	0.625151590836853	0.111264335159245
KDELR1	0.625187656860406	1
PRKCH	0.625635559701902	0.318373577266758
CENPK	0.625998045894991	0.509586594825435
SSH2	0.626548850536937	1
COPS9	0.626616610799381	0.50086585712142
EXOSC3	0.626660045191186	0.002121326020351
NSFL1C	0.626660045191186	1
NSD3	0.626737980260809	1
MPHOSPH8	0.62678267641578	0.671697797270082
MT-ND5	0.627121913747446	1
SIAH2	0.627181155921395	1
RPS17	0.627334586316115	1
C19orf70	0.627486223491602	0.924586838788604
LUC7L3	0.627809111963719	0.000350543965877
SUGT1	0.628049255737517	1
SH3KBP1	0.62874996860043	1
TROVE2	0.62943712986176	1
RPAIN	0.62943712986176	1
CCNQ	0.62943712986176	1
VPS41	0.62943712986176	1
VAMP3	0.62943712986176	0.491374333320732
NFKBIE	0.62943712986176	1
SLC20A2	0.62943712986176	0.003397045070434
GALK2	0.62943712986176	1
PPCDC	0.62943712986176	1
HYOU1	0.62943712986176	1
LACTB	0.62943712986176	1
DUSP18	0.62943712986176	1
PGAM5	0.62943712986176	0.004008291382307
INTS9	0.62943712986176	1
OGFOD2	0.62943712986176	1
RCC1	0.62943712986176	1
HIST1H2BE	0.62943712986176	1
ZNF573	0.62943712986176	1
ZNF579	0.62943712986176	0.411364890715669
ZNF461	0.62943712986176	0.475094201581436
DNA2	0.62943712986176	0.000129945087901
ST3GAL3	0.62943712986176	1
CCDC65	0.62943712986176	1
PTK7	0.62943712986176	2.55103996793744E-06
BCORL1	0.62943712986176	0.483143500247068
C11orf65	0.62943712986176	0.114151457808457
LINC02132	0.62943712986176	0.388316122981286
AC048341.3	0.62943712986176	0.246641870316828
NXPH4	0.62943712986176	1
PSMA2	0.630130566568645	1
COX7B	0.630344200021089	2.4815322470933E-06
ZYX	0.630452754712493	1
AGTRAP	0.630529666862772	0.775935080772395
LSM7	0.630680296712391	0.010884602343521
RER1	0.631039234458261	0.021059314629895
MT-ND2	0.631487409258169	1
QKI	0.631496652040053	1
RAD23A	0.631621377123637	1
OSTC	0.631621377123637	1
GOLGA2	0.631621377123637	1
PSPC1	0.631922393251352	1
TMEM219	0.632263173940528	1
GFER	0.632439618023289	1
PRPF8	0.632712261894622	1
THOC1	0.632712261894622	1
SKAP1	0.63316342132005	1
CD84	0.633189264722872	0.015859774502475
PGP	0.633228709024137	1
RPL39L	0.633228709024137	0.957877196196288
DESI2	0.633439060419254	0
EDRF1	0.633674122748228	1
CD53	0.633869376177026	1
ADIPOR2	0.633938522096704	1
LSP1	0.634020235729352	1
RPS29	0.634084556248813	1
PKN1	0.634580433137717	6.36516041476859E-06
RNF111	0.634580433137717	1
BTBD10	0.634580433137717	1
H6PD	0.634580433137717	1
DNM2	0.634975313403192	1
CNIH1	0.634975313403192	1
GPX4	0.635435870483205	1
HDHD2	0.635435870483205	1
PCGF3	0.635435870483205	1
CSNK2B	0.636544016356021	0.892034373807702
SAE1	0.636632631265969	1
TCTA	0.636632631265969	1
VAV3	0.636632631265969	1
