	log2FoldChange	fdr
XRRA1	0.020795632671088	1
AHR	0.021204849817752	1
ACTL6A	0.021754552640527	1
STK4	0.022243594276304	1
MDM4	0.023422927645792	1
TTC31	0.023716068973809	1
MEAF6	0.024336983569522	1
MOB2	0.024499929379332	1
AGO2	0.024603426279621	1
MT-CYB	0.024654443146312	1
FBXL5	0.024921831719204	1
SENP7	0.025185458040796	0.847265748923115
METRN	0.025596618934919	1
EBLN3P	0.026327282430345	1
MICB	0.026327282430345	1
AP1S3	0.026327282430345	1
SMIM14	0.026327282430345	1
RABL2A	0.026327282430345	1
ATXN2	0.02684895845877	1
CEBPD	0.027401115781658	1
ZNF780B	0.027986506352036	1
FAM13B	0.027986506352036	1
PPA2	0.027986506352036	1
OGT	0.028492330598745	1
TGFBR1	0.029134083006119	1
PDLIM2	0.02926975752927	1
SF1	0.029512360582989	1
PUM1	0.02964382421481	1
PRKAB2	0.029975059445488	1
TRAV6	0.029975059445488	1
FAM214A	0.029975059445488	1
SNAI3	0.029975059445488	1
DDX20	0.029975059445488	1
SNX13	0.030885564392644	1
FKBP5	0.031369641517244	1.10344247118622E-06
NKAPD1	0.031874592360969	1
SWSAP1	0.032401796840027	0.242723484937167
EBLN2	0.032401796840027	1
GCLM	0.032792824092968	1
NKTR	0.033094401289665	1
CCDC92	0.033334071535406	1
ABCE1	0.033690953427361	1
NSMCE3	0.034132684919142	1
MGAT4A	0.034765418160678	1
MAT2A	0.034873858858328	1
ABAT	0.0354294895376	1
MRPL23	0.0354294895376	1
AC048341.2	0.0354294895376	1
C4orf46	0.0354294895376	1
CUL4B	0.0354294895376	1
DDHD2	0.0354294895376	1
LIPE	0.0354294895376	1
SH2B3	0.0354294895376	1
SLC12A2	0.0354294895376	1
XKR8	0.0354294895376	1
SEPT6	0.037159245638847	0.699668233457904
PPP1R16B	0.037901975217121	1
DDX41	0.037901975217121	1
AGL	0.0386922765466	1
RNF216	0.038975648736122	1
CCDC97	0.039959148018108	1
C1D	0.040306994925379	0.054917923854134
NCK2	0.040370230807871	1
VPS53	0.040461566633978	1
ZNF429	0.040863375588232	1
CALCOCO1	0.040863375588232	0.155500408171106
CDKN2D	0.040863375588232	1
KIAA0513	0.040863375588232	1
SIDT2	0.040863375588232	1
TMEM191B	0.040863375588232	1
ZBTB20	0.041614975001359	1
BIVM	0.041697544470035	1
RPL10	0.041864990127768	1
PAPOLA	0.041877517654561	1
HAUS3	0.041896085038834	1
FBRSL1	0.042218655200244	1
SPTLC1	0.042218655200244	1
CHRAC1	0.042412162683718	0.652840547653011
ERCC6L2	0.043031212270933	1
PQBP1	0.043499505723366	1
ASXL1	0.043635609029203	1
YY1	0.044124417938287	1
C3	0.044474629140609	8.7316269322815E-11
MAP3K11	0.044474629140609	1
EGLN1	0.044474629140609	1
POU3F1	0.044474629140609	1
SERPINE2	0.044474629140609	1
VPS9D1	0.044474629140609	1
PIGK	0.046594681014981	1
MMS19	0.047048572804434	1
PARD6A	0.047048572804434	1
PDXDC1	0.047477117302124	1
RIPOR2	0.047580540008423	1
ANKHD1	0.048266208302985	1
DCAF10	0.048266208302985	1
BDP1	0.048476559698098	2.69481318468787E-05
ARSD	0.048976021375544	1
GPD1L	0.048976021375544	1
APMAP	0.049151116350073	1
PPP1R8	0.05001281268204	1
SACM1L	0.050351195477279	1
RPL4	0.051246671402364	1
PLCXD2	0.051670130544809	1
CA5B	0.051670130544809	1
ZNF721	0.052128201684037	1
WTAP	0.052182724275868	1
BPGM	0.052648560586311	1
AC239800.3	0.052936207888803	1
CSDE1	0.05326426887373	1
IFT52	0.053463412367865	1
BTBD6	0.054060677969802	1
PTER	0.05474296459443	1
LRRC28	0.05474296459443	1
FYTTD1	0.05509173651464	1
CMTM7	0.05541010682176	1
ENOSF1	0.055701884563862	1
CDKN1B	0.056447270806678	1
G6PD	0.056447270806678	0.076642070617806
MAP3K3	0.056447270806678	1
CHM	0.056447270806678	1
MARCH6	0.057346846855093	1
CLK4	0.058481487134489	1
FBXO34	0.059249981821	1
STARD3NL	0.059722402839548	1
TTC3	0.059849855027516	1
USP34	0.061092700591015	1
PCSK7	0.061334560615211	1
PSME4	0.062396537137861	1
EZH1	0.062396537137861	1
AHCY	0.062396537137861	1
STAT4	0.062396537137861	1
TRIP13	0.062396537137861	1
ECD	0.062396537137861	1
PIK3R6	0.062396537137861	1
PGLYRP2	0.062396537137861	1
KYAT3	0.062396537137861	1
MKS1	0.062396537137861	1
AL133410.1	0.062396537137861	1
AFG1L	0.062396537137861	1
CHAF1B	0.062396537137861	1
EEF1G	0.062396537137861	1
HSPA13	0.062396537137861	1
MED26	0.062396537137861	1
APOO	0.062396537137861	1
AL445686.2	0.062396537137861	1
NDC1	0.062396537137861	1
AC016957.2	0.062396537137861	1
ZBTB5	0.062396537137861	1
ARHGEF26	0.062396537137861	1
TIGD6	0.062396537137861	1
XPNPEP3	0.062396537137861	1
HOMER3	0.062396537137861	1
TMEM202-AS1	0.062396537137861	1
RAB31	0.062396537137861	1
KBTBD6	0.062396537137861	1
MAP10	0.062396537137861	1
C19orf73	0.062396537137861	1
AL450326.1	0.062396537137861	1
ZBTB22	0.062396537137861	1
AC006453.2	0.062396537137861	1
LIN7B	0.062396537137861	1
C1QTNF6	0.062396537137861	1
PRKAR2B	0.062396537137861	1
FANCE	0.062396537137861	1
BRWD1	0.063404357675459	1
SVIP	0.063731747821682	0.55449800940286
TBC1D31	0.06553624466844	1
LITAF	0.065887935656462	1
SNHG25	0.066500935470599	0.561258044553603
RBM7	0.066722462540651	1
SELENOK	0.067245936799258	1
FOXK2	0.067245936799258	1
ISYNA1	0.068321371094977	0.159672663458324
SOS1	0.068321371094977	0.60716900503368
DOCK5	0.068321371094977	1
TAF2	0.068794308336011	1
SERPINB9	0.069060267418877	1
SEC24B	0.069060267418877	1
TMEM216	0.069349297779637	1
VSIR	0.069436540850498	0.671697797270082
PTP4A2	0.069846418848913	0.23064469138545
NCAPD3	0.070009721247746	1
RHBDD2	0.070469837673546	0.947655487555956
UBE2W	0.070989147653921	1
ZNF570	0.071274688484316	1
RPL9	0.071420339531556	1
PCID2	0.072380625710484	1
MIR9-3HG	0.073043781337378	1
BET1	0.073043781337378	1
HELB	0.073043781337378	1
RNF11	0.073043781337378	1
RPS4X	0.073686550357089	1
MED15	0.073739223645797	0.028671449695519
PPP1R10	0.073758753702323	1
AHSA1	0.074848278184126	0.759207649886348
NUDT4	0.075335592845372	1
SND1-IT1	0.075693359751329	1
STYX	0.075693359751329	9.98422644255355E-05
FUT11	0.075693359751329	1
SLC39A6	0.075693359751329	1
FOCAD	0.075693359751329	1
TOM1L2	0.075693359751329	1
MIDN	0.076001134694543	1
FBL	0.076183488867948	1
SRSF3	0.077011058033461	1
SMAP2	0.077280774223843	1
PANK3	0.077280774223843	1
N4BP2L2	0.077470199574698	1
EPS15	0.077489686368566	1
EIF3F	0.077735014356972	0.069905926856026
EXOSC6	0.077897630678056	1
WDR61	0.078027188851627	0.23064469138545
GTPBP6	0.078027188851627	1
CC2D1A	0.078027188851627	1
CAPN12	0.078567827809014	1
PHLDA2	0.080098538871324	0.934917372709
FARSB	0.080098538871324	0.017811927798358
MT-ATP8	0.080098538871324	1
SPTSSA	0.080098538871324	1
STIM1	0.080098538871324	1
DHX35	0.080098538871324	1
KTI12	0.080098538871324	1
MDC1	0.080098538871324	1
IFT22	0.080098538871324	1
CLDN15	0.080098538871324	1
CYP3A5	0.080098538871324	1
ZNF845	0.080098538871324	1
PPP2R3B	0.080098538871324	1
NRBP2	0.080098538871324	1
PPP2R5C	0.080412680416582	1
AL135925.1	0.081697093096802	1
BET1L	0.082296094575567	1
EIF4EBP1	0.083293878031132	1
TUBB4B	0.083468760756469	1
APAF1	0.083613023047559	1
RIOK1	0.084002993327247	1
POGZ	0.084232338378343	1
MVD	0.08449030798849	1
STT3B	0.084631755612591	1
AHSA2	0.086075533607376	1
MYSM1	0.08648215566218	0.041961607561597
REV3L	0.086849580862406	1
NINJ1	0.086849580862406	0.822618226600947
MINDY2	0.086948142436543	1
HSD17B12	0.0874875181007	1
SIKE1	0.087619120841115	1
ATAD2B	0.087896909431732	0.574617071559743
ENTPD4	0.088022344813365	1
TGFBR3	0.088868748499059	1
CTDSP2	0.088868748499059	1
MSRA	0.088868748499059	1
RIC8B	0.088868748499059	1
RAB34	0.088868748499059	1
AL392172.1	0.088868748499059	1
IFNLR1	0.088868748499059	1
ZNF571	0.088868748499059	1
DCBLD1	0.088868748499059	1
TRIM32	0.088868748499059	1
TCP1	0.08957751542114	1
TAF7	0.089663402906861	1
SAR1A	0.08971465590581	1
FAM35A	0.090117294696324	1
ABTB1	0.090885094097564	1
YRDC	0.091251399810053	1
AHDC1	0.091780343918967	0.759580427096239
CEP68	0.091780343918967	1
ZBTB17	0.091780343918967	1
GADD45A	0.092143880531915	0.582758901815423
PTPN12	0.09261115018488	1
SNX18	0.093233941060455	0.381916355010237
OXSR1	0.093233941060455	1
CD8A	0.093516938970488	1
WRN	0.09410539686521	1
NAE1	0.094615273188202	1
VIRMA	0.094779710988675	0.072490460355145
PTPRC	0.094945231006055	1.29028111369433E-06
AGFG2	0.095100702210576	1
INTS6	0.095598097506277	1
AGO3	0.095755134084299	1
CIC	0.096004929780689	1
EIF4A2	0.096283152894951	0.003686916661272
TMEM5	0.096563140289053	1
KIR2DL3	0.09758596560017	1
TOP3B	0.09758596560017	1
PCTP	0.09758596560017	1
ZNF71	0.09758596560017	1
ZNF792	0.09758596560017	1
TPRKB	0.097990138467605	1
CD8B	0.098212716481844	1
KMT2E	0.098793824986876	1
ATRX	0.098876612593421	0.275528524860475
PTGES3	0.098959691622975	1
SKI	0.099165270674018	1
RPS18	0.099705384647086	0.924586838788604
ERO1B	0.100066955103923	1
R3HDM1	0.100480038869341	1
RGS14	0.101359692682258	1
FBXL20	0.101924901324501	1
CBWD5	0.101924901324501	1
SLC41A3	0.101924901324501	1
ARGLU1	0.102608805125362	1
LUC7L2	0.103105986155834	1
CRIM1	0.103368318194172	1
TAB3	0.103368318194172	1
NUMB	0.103680218539325	1
CD320	0.103975640889266	1
PGRMC2	0.104164068374798	1
LINC002481	0.104522012810542	1
UBN2	0.104522012810542	1
AMN1	0.104522012810542	1
RPS27A	0.104786351076617	1
MGA	0.105170560828164	1
SYS1	0.105465259029757	1
ZNF200	0.105465259029757	0
ZHX2	0.106250826727299	1
CKAP2	0.106705433644833	1
RPS7	0.106778126194978	1
RALBP1	0.107016095209319	1
LATS1	0.107484426666402	1
MAML2	0.108408934894705	0.807053504292343
RCAN3	0.108698584226289	1
UXT	0.109127587482854	1
WWP2	0.109127587482854	1
ENDOG	0.109127587482854	1
HIF1A	0.109702251916226	5.31838013092746E-05
NPHP3	0.109948466617881	1
RPS8	0.110372404573433	0.139839748412903
EFR3A	0.110472187914845	0.974947240530382
SFPQ	0.110817123969301	1
DAP3	0.111111822170892	1
PTBP3	0.111346616709762	0.335283483605964
NCK1	0.111588824999136	1
MCL1	0.111689709236862	0.554747659920249
GRK6	0.112918312717036	0.742611963448578
SETD2	0.113086144064094	1
PLP2	0.114863957032009	0.70051840359337
ZSWIM6	0.114863957032009	1
BBC3	0.114863957032009	1
ACAP2	0.114863957032009	0.914664749085553
ZNF66	0.114863957032009	1.05025374999759E-05
RABGAP1L	0.114863957032009	0.008871968869019
RAB1A	0.114863957032009	0.867365241771579
TFCP2	0.114863957032009	1
KPNA1	0.114863957032009	1
ALG8	0.114863957032009	1
AK3	0.114863957032009	1
DKK3	0.114863957032009	1
DALRD3	0.114863957032009	1
WNT10A	0.114863957032009	1
APH1B	0.114863957032009	1
ANKRD54	0.114863957032009	1
PPARA	0.114863957032009	1
FAM193B	0.114863957032009	1
LY6G5C	0.114863957032009	1
C1orf109	0.114863957032009	1
C17orf80	0.114863957032009	1
ZNF583	0.114863957032009	1
RALGPS1	0.114863957032009	1
ZCCHC4	0.114863957032009	1
AC016745.2	0.114863957032009	1
TRAV29DV5	0.114863957032009	1
AFDN	0.114863957032009	1
TBX19	0.114863957032009	1
ZNF18	0.114863957032009	1
ZNF606	0.114863957032009	1
AARS2	0.114863957032009	1
CCDC134	0.114863957032009	1
OLMALINC	0.114863957032009	1
HDAC9	0.114863957032009	1
AC027307.3	0.114863957032009	1
PDIA5	0.114863957032009	1
DBF4B	0.114863957032009	1
GNRH1	0.114863957032009	1
KLF15	0.114863957032009	1
AC107871.1	0.114863957032009	1
C19orf54	0.114863957032009	1
LONRF3	0.114863957032009	1
MTMR8	0.114863957032009	1
CHEK2	0.114863957032009	1
AP002360.1	0.114863957032009	1
AL136295.2	0.114863957032009	1
B4GALNT3	0.114863957032009	1
AC015813.1	0.114863957032009	1
ZNF772	0.114863957032009	1
LRRC69	0.114863957032009	1
ZXDA	0.114863957032009	1
NAGS	0.114863957032009	1
HIST1H4B	0.114863957032009	1
AC069185.1	0.114863957032009	1
RPL30	0.115388287417891	0.830276437824123
TMX4	0.116167793578848	1
SMC5	0.116806980949792	0.822618226600947
PUS7L	0.117102429227998	1
CD99	0.11859281679949	1
FCMR	0.118821970600693	1
MAP7D3	0.119151315435101	1
NAPG	0.119151315435101	1
AL390728.6	0.119337433611309	1
LTN1	0.119649019597382	0.220797744557712
FAM177A1	0.120277453218363	0.048554706827076
RSRC2	0.120386241443051	1
CCSER2	0.12045363872764	1
CCL28	0.121290226191433	1
ZNF394	0.121290226191433	1
EPG5	0.121290226191433	1
SREK1	0.121392000029503	0.12863950095016
PXN	0.121717628073068	1
ADIPOR1	0.122769155117344	1
TGFBR2	0.122871535633373	1
RPL23A	0.123049834624513	0.035960289103542
CNOT4	0.124035602930251	0.006793447260504
SAP30	0.124201821611334	1
JPT2	0.124201821611334	1
ESD	0.124201821611334	1.98068777359531E-14
SRSF11	0.124258574823946	1
CSGALNACT2	0.124931653442207	0.822618226600947
PTPRE	0.12513229248583	1
TMEM94	0.12513229248583	1
CLP1	0.12513229248583	1
DAZAP2	0.125378822739491	0.653172605008601
LPCAT4	0.125862955981266	0.008002739591871
EDEM1	0.125862955981266	1
RPL27	0.125893140727546	1
CEP135	0.126705569676515	0.027257248347678
ATXN3	0.126936789332574	1
ATF4	0.127301060270221	1
ZNF692	0.127687997389589	1
GAB3	0.127959614643685	1
CNBP	0.12798487876545	1
CCNC	0.128099784188691	1
NAP1L1	0.128242986833199	1
SMNDC1	0.128242986833199	1
PTPN23	0.128538893929078	0.671697797270082
STAM	0.128538893929078	1
C9orf172	0.129510732996402	1
APPL2	0.129510732996402	1
GPR137B	0.130239182918923	1
PCNX1	0.130460812083021	0.452576595843227
FDX1	0.130498372973973	1
PPIL3	0.130876275020632	0.822618226600947
BLZF1	0.131258395282671	1
SF3A1	0.131542698178633	0.194361734711046
AKAP9	0.131937470390941	0.924586838788604
CIP2A	0.131937470390941	1
ARMC5	0.131937470390941	1
PHKA2	0.131937470390941	1
CRAMP1	0.131937470390941	1
ANKZF1	0.132935529954025	1
PDCL3	0.133068552409589	0.275209018718573
HIC1	0.133479635199347	1
RBFA	0.133479635199347	1
ABHD14B	0.134057522265308	1
CASK	0.134057522265308	1
KCNK6	0.134057522265308	1
JADE1	0.134057522265308	1
GBA	0.135328059591713	1
LIPT1	0.135328059591713	1
ZNF644	0.135925572559835	0.183579344007733
RNF44	0.136272850091027	0.091883401592768
RPS16	0.136366202252509	1
RAB11B	0.137020370684171	0.955607786703765
ANAPC16	0.137028702280418	1
LAPTM4A	0.137437648768029	1
MSMO1	0.137865782393615	1
ALKBH5	0.137947570145039	1
SMPD4	0.138450777349617	0.992806594630779
CD55	0.138450777349617	1
KAT6A	0.13881627877645	1
LRCH3	0.138909430998654	1
TRIM23	0.138909430998654	1
MBP	0.139412590953093	1
MFNG	0.140399049139139	1
RAF1	0.140399049139139	5.76649741088976E-07
MMS22L	0.140399049139139	0.011499890859531
YLPM1	0.140399049139139	0.124535824173164
RRM2B	0.140399049139139	1
NEIL2	0.140399049139139	1
CCNYL1	0.140399049139139	1
IFT122	0.140399049139139	1
PPP2CA	0.1408952469225	1
RSRP1	0.140946790153691	2.44962880425846E-05
DPP8	0.140987543963089	1
CCNT1	0.14121528397895	1
SERINC3	0.14121528397895	1
C5orf15	0.141499083535469	1
BAZ1B	0.142344693454109	1
PRKACB	0.142807555609859	1
ALDH3A2	0.144010302691522	1
CDC16	0.145078570079004	1
MCTP2	0.145452276865428	1
TRERF1	0.145452276865428	1
WDR81	0.145452276865428	1
EIF3E	0.146187729329103	0.122313101857898
C22orf39	0.146228127941338	1
ACOX1	0.146228127941338	0.001022873636066
FAM222B	0.146228127941338	1
RBM19	0.146712823071346	1
TK2	0.146712823071346	1
AGK	0.146712823071346	1
CHMP2B	0.147972268843945	1
UBE2Z	0.148081733925433	1
SLC35G1	0.148811288955341	0.906737020315556
CBR4	0.148811288955341	1
RELA	0.148811288955341	1
SAP25	0.148811288955341	1
ARHGAP11B	0.148811288955341	1
TARBP2	0.148811288955341	1
EIF5A2	0.148811288955341	1
ENO2	0.148811288955341	1
ALMS1	0.148811288955341	1
VAT1	0.148811288955341	1
DPY19L3	0.148811288955341	1
MRPL10	0.149482153901576	1
C2orf49	0.149629375192685	1
ENY2	0.14964982140608	0.995311304584148
PBXIP1	0.15170072521238	0.007126505077352
ARRDC3	0.152033749622545	1
NAT9	0.152999085918769	1
RTL8C	0.152999085918769	1
C11orf24	0.152999085918769	1
UBQLN4	0.152999085918769	1
TMEM234	0.152999085918769	1
CAMLG	0.153431613291494	1
BBX	0.153799619578942	1
ZNF397	0.154392321218638	1
INTS4	0.154392321218638	1
JUNB	0.154670806894805	1
ESF1	0.155160427208243	1
DFFA	0.155505941529345	0
FBXO25	0.155505941529345	1
TMEM39A	0.155505941529345	1
CCDC137	0.15613197540374	0.529949724214849
SLC26A2	0.157174761889969	1
CFAP20	0.157443745770838	1
LRRC57	0.157613604491346	0.40631735792553
DDX3X	0.15788130729852	1
ELF1	0.158008448732517	1
RBM22	0.158365595668585	1
ZNF559	0.158365595668585	1
CYB5B	0.158904517991212	1
ABCC1	0.159258076390456	1
C12orf49	0.15950787208685	0.063653736401745
RBM39	0.159614235831596	1
KDM2A	0.159793299932441	1
ZNF677	0.159951846560535	0.338098221430636
SDAD1	0.160243860536013	0.064366503388952
HERC1	0.160434272594419	1
ATP9B	0.160506622587715	1
ZDHHC8	0.16096037162146	1
RPL21	0.161498019601763	0.008097310204599
DEF8	0.161658168510947	0.810299290293947
HSPA8	0.162025134912895	0.760722580615242
DMTF1	0.162441008098709	1
PLXNA3	0.162560699063306	1
AZIN1	0.162723595810594	0.292626122567936
HERC3	0.163119125639229	0.000366724313357
KIF22	0.163119125639229	1
HSD17B7	0.16349873228288	1
UBE2G2	0.163712217134063	1
SHARPIN	0.164384092875806	0.594215716490179
TMEM170A	0.1646169922291	1
RPS2	0.165247039652804	1
TGFBRAP1	0.165490030101975	1
SLC30A7	0.165490030101975	0.033467513442951
SACS	0.165490030101975	1
POU2F1	0.165490030101975	1
MCCC2	0.165490030101975	1
LMBRD2	0.165490030101975	1
NFYA	0.165490030101975	1
ZC3HC1	0.165490030101975	1
MREG	0.165490030101975	1
GRAP	0.165490030101975	1
PIGQ	0.165490030101975	1
ZNF623	0.165490030101975	1
MIR210HG	0.165490030101975	1
MAPK7	0.165490030101975	1
LRP2BP	0.165490030101975	1
PGBD1	0.165490030101975	1
CEP76	0.165490030101975	1
SLC40A1	0.165490030101975	1
NPTXR	0.165490030101975	1
RFX3-AS1	0.165490030101975	1
AC104794.2	0.165490030101975	1
CDC20	0.165490030101975	1
ATXN7L2	0.165490030101975	1
EPM2A	0.165490030101975	1
NEK5	0.165490030101975	1
ENKD1	0.165490030101975	1
RPGRIP1L	0.165490030101975	1
RPS13	0.16572302348764	1
LAMP1	0.166119615554195	1
GABPB1	0.167426967122685	1
POLR2K	0.16747858319542	1
ERV3-1	0.168105978308981	1
EEF2	0.168183224850962	1
MT-CO3	0.168303215993466	1
PSMD5	0.168413425308739	0.076930690692043
RGL4	0.168501920634081	0.04190708583102
SNX2	0.169125550818471	1
LAMTOR3	0.170005511224469	1
DROSHA	0.170005511224469	8.29384243764062E-08
ZNF605	0.170005511224469	1
SCAMP4	0.170005511224469	1
SLC35A4	0.170456282995315	1
DMXL1	0.171007035069538	1
CACUL1	0.171447485398374	1
NCOR1	0.17196436426252	1
HNRNPA0	0.172382996109358	1
GIGYF1	0.172579454888291	1
IKZF5	0.172579454888291	1
CAMK2G	0.172579454888291	1
KLHL18	0.172579454888291	1
PUM2	0.172880361144656	0.159340379603323
FOXO1	0.173565913074334	1
PLEKHA2	0.17360774790466	1
GABARAPL1	0.173653288239607	1
TTC33	0.173757646085577	1
GHDC	0.173757646085577	1
DCK	0.173913184336048	1
C6orf48	0.174169785794382	1
TCEA2	0.174242504110932	0.671697797270082
PIK3CB	0.174242504110932	0.005834151829772
AGA	0.174506903459411	1
CHERP	0.174506903459411	1
RASA2	0.175058738950753	1
RPL6	0.175154736225359	1
ORAI2	0.175405498967052	1
TSPYL2	0.175746199179031	0.736512913300468
TGIF1	0.176264501696151	1
WDR73	0.176264501696151	0.083268841199855
HIP1	0.176503022824387	1
MRPS2	0.177286457565815	0.433890344763037
TAB2	0.177540453172267	1
CNOT9	0.177873754557804	0.042820500020144
MVB12B	0.177873754557804	1
ITPR3	0.177873754557804	1
CRIP2	0.177873754557804	1
SCRN3	0.177873754557804	1
MPND	0.177873754557804	1
LAMTOR4	0.17887319695377	1
MYO18A	0.178994294451713	1
RRP8	0.178994294451713	1
TMX3	0.179243185169304	1
RHOG	0.179481214379685	1
TUBGCP6	0.179634212422237	1
NME6	0.180048125792145	0.98711324006271
ZBTB44	0.180048125792145	0.671697797270082
VPS37B	0.180155417283726	1
JAKMIP1	0.180204710699319	0.253986477051702
RPLP1	0.180244169635218	1
SS18	0.180639224682243	1
RPL10A	0.18070637968908	1
NAA50	0.181392524694604	1
EIF1AX	0.181978152890535	9.46026435250736E-05
PIK3C2B	0.181978152890535	1
MRPL38	0.181978152890535	1
LMTK2	0.181978152890535	1
LRRCC1	0.181978152890535	1
TPCN2	0.181978152890535	1
ACP6	0.181978152890535	1
RPL23	0.182377957532395	1
RPL7A	0.182409516338479	1
MAPK14	0.183148696598478	1
ATP6AP2	0.183192031835431	1
SRSF8	0.183214925397397	1
DNAJC24	0.183702833359997	1
EIF2S3	0.184105708269315	1
RYK	0.184498144869051	1
CREBBP	0.184498144869051	0.095259873399035
EML4	0.184826515199573	1
TAF3	0.185025028449409	2.06398632998252E-05
PHF10	0.185253284923407	1
SNTA1	0.185253284923407	1
CEP290	0.185830478386147	1
INSIG1	0.186070907524425	1
UPF3B	0.186654640100018	0.857290197900247
TOMM34	0.186654640100018	1
MAP3K8	0.186654640100018	0.810299290293947
ZDHHC13	0.186654640100018	1
RPS14	0.187281166280934	1
MDN1	0.187432582982653	1
C16orf52	0.187432582982653	1
POLR2J3	0.187548410933481	1
ELP2	0.187620299467323	0.039994363909424
FBXL3	0.187620299467323	0.009227077316313
RAP1A	0.187769790700305	1
SRGAP2B	0.187927419221723	0.3156308865265
WBP2	0.18826989875826	1
CEP95	0.18826989875826	1
MED12	0.188520998757316	1
CCRL2	0.188520998757316	0.101238085938554
PIGP	0.188712986919266	1
ASH1L	0.188864538475779	1
SCML4	0.190152084336237	1
DCP1A	0.190152084336237	2.31616813265933E-05
QARS	0.190152084336237	1
SUGP1	0.190152084336237	1
PRPF39	0.190152084336237	1
PKD1	0.190152084336237	1
ZNF746	0.190152084336237	1
CHIC1	0.190152084336237	1
FUT4	0.190152084336237	1
PDCD6IP	0.190651027810308	1
TNRC6C	0.190995026247976	4.31289197765484E-05
MAX	0.191129851260075	1
FAM102A	0.191316017469879	1
KAT6B	0.191712035875023	1
MIA3	0.191712035875023	1
CASC3	0.191781327920901	0.000948598594636
ARHGDIB	0.191889364328888	1
EMC3	0.191897632088075	0.023543530473833
HERPUD2	0.19203181755446	1
TSC22D1	0.192866469033278	1
NECAP1	0.193260863524769	1
SNHG8	0.19329600235714	1
KATNA1	0.193338015055088	1
TMEM167B	0.193641070416121	1
UBE2R2	0.193909104795131	1
USP14	0.194221748645291	1
TYK2	0.194221748645291	0.247347522539998
PRNP	0.195034305715987	1
DUT	0.195034305715987	1
MORN2	0.195034305715987	0.451744447815193
HPS5	0.195034305715987	1
BTRC	0.195034305715987	1
GCFC2	0.195034305715987	1
TOR1B	0.195034305715987	1
HKR1	0.195034305715987	1
CYTIP	0.195390350890761	0.011627743965652
TIAL1	0.195540603331596	1
RPS6	0.195746923681023	0.499278496021232
SAMD4B	0.195783952415569	1
RBM6	0.196252283872659	1
FBXO3	0.196252283872659	1
CBX6	0.196252283872659	1
CORO2A	0.196805570568177	1
KIAA1551	0.196990723745567	1
RBM43	0.197575007941565	0.482506168118097
SERP1	0.197985206807974	1
TSTD2	0.198279965219639	1
PSMD9	0.198279965219639	1
LDB1	0.198279965219639	1
ASPHD2	0.198279965219639	1
ETV1	0.198279965219639	1
ZNF354B	0.198279965219639	1
MRPL43	0.198984578196233	1
RUFY2	0.199132873929612	0.822435813815785
MT-ND4	0.199304743094219	1
TMED2	0.199421067106934	1
CCNY	0.199752854618515	0.605008754862285
CCT4	0.199847828124424	1
SERTAD1	0.200185771363218	0.739921282372587
UBR5	0.200185771363218	1
TMEM42	0.200593831057884	0.296077427042469
NNT	0.200593831057884	0.558448043205742
ADGRG5	0.200593831057884	1
GNL3L	0.200593831057884	1
CAPZA2	0.200789199064263	1
C6orf89	0.200979114820599	0.228459710431025
RPS12	0.201576753313415	0.047730040818569
CREBL2	0.202326798282348	0.169588590497541
GNPNAT1	0.202326798282348	1
DUS2	0.202326798282348	1
NBPF15	0.202326798282348	1
TMCC1	0.202326798282348	1
MFSD4B	0.202326798282348	1
SLC33A1	0.203673223989855	0.886873828792284
PIK3R5	0.204749460549193	1
PRKCZ	0.204749460549193	1
RPL39	0.205291862575018	1
TMEM134	0.205297423475662	1
GTPBP1	0.205629420955186	1
OTUD4	0.206362311517499	1
ERF	0.206362311517499	1
AC091271.1	0.207513244997684	1
KIF1C	0.207513244997684	1
PRDX3	0.208375842955145	1
SEC24D	0.208375842955145	1
HPCAL1	0.208893154276379	1
SPSB3	0.209143905131418	0.807053504292343
AC005332.7	0.209328641035495	0.013828708395393
RAB21	0.209416223068657	1
CAMTA1	0.20981236108727	1
EDEM2	0.210021190072344	1
DDX19B	0.210211833619481	0.002414558565938
XIST	0.210419779670372	0.671697797270082
LCMT1	0.211079272291312	0.892353458158588
COMTD1	0.211293719715098	1
RPL38	0.211507732764905	0.269716642595388
IMP4	0.211568039799759	0.831961031731348
LINS1	0.211725496284589	1
UBQLN1	0.212307251621677	1
PCBP2	0.212435443702408	1
ATP8B3	0.21439963058292	1
AMMECR1L	0.21439963058292	1
EPM2AIP1	0.21439963058292	1
ANAPC13	0.21439963058292	0.62987948221455
SEC63	0.21439963058292	0.700413992878546
CSE1L	0.21439963058292	0.144085288775872
MAN2C1	0.21439963058292	0.048951398987357
AC104695.2	0.21439963058292	0.68406065991542
GLI4	0.21439963058292	1
ARRDC2	0.21439963058292	1
ADK	0.21439963058292	1
AP4B1	0.21439963058292	1
ARMC7	0.21439963058292	1
RELL2	0.21439963058292	1
HACD2	0.21439963058292	1
COX10	0.21439963058292	1
EHBP1	0.21439963058292	1
STARD10	0.21439963058292	1
CCDC88A	0.21439963058292	1
RAD51B	0.21439963058292	1
EXTL3	0.21439963058292	1
CEP70	0.21439963058292	1
PLCD1	0.21439963058292	1
PRICKLE3	0.21439963058292	1
WFS1	0.21439963058292	1
NRSN2	0.21439963058292	1
SNX24	0.21439963058292	1
L2HGDH	0.21439963058292	1
LRRC37A	0.21439963058292	1
