	log2FoldChange	fdr
PDE3B	-0.513226747122241	1
YIF1A	-0.513226747122241	1
ECHDC1	-0.513226747122241	1
TBC1D10C	-0.511879063660496	1
SNRPC	-0.508504336879839	1
RBM39	-0.50797866916009	1
RHOA	-0.505347453692655	1
XIST	-0.505225897047609	1
CREM	-0.503766417873175	1
STMN1	-0.503766417873175	1
RPN2	-0.503766417873175	1
MIAT	-0.503766417873175	1
PDCL3	-0.503766417873175	1
TRIP11	-0.503766417873175	1
PRKD2	-0.503766417873175	1
SNRNP35	-0.503766417873175	1
ARRB2	-0.503766417873175	1
CBX5	-0.503766417873175	1
PDE4B	-0.503766417873175	1
EZR	-0.501391610685271	1
HLA-DPB1	-0.500599138794492	1
RPS28	-0.500599138794492	1
IK	-0.499964847713319	1
ARPC2	-0.498646582190052	1
PTPN7	-0.49530483912498	1
ITGA4	-0.494243643754669	1
RFC1	-0.494243643754669	1
NUDC	-0.494243643754669	1
GRK2	-0.494243643754669	1
MAN1A2	-0.494243643754669	1
CTSB	-0.494243643754669	1
MYO7A	-0.494243643754669	1
FAM102B	-0.494243643754669	1
SAP18	-0.493181667232009	1
TCEA1	-0.489458581189291	1
RPL10A	-0.486081775733019	1
CHCHD10	-0.48465759492547	1
TBCB	-0.48465759492547	1
ALG13	-0.48465759492547	1
SS18	-0.48465759492547	1
RNF213	-0.482392767080607	1
CHMP4A	-0.481906983909436	1
UBE2D2	-0.48144803844958	1
RGS10	-0.478231325766037	1
RPL12	-0.476327164310712	1
BTF3	-0.475007424891752	1
TM2D1	-0.475007424891752	1
RAB6A	-0.475007424891752	1
FMR1	-0.475007424891752	1
YIPF4	-0.475007424891752	1
ZRSR2	-0.475007424891752	1
CIAO1	-0.475007424891752	1
PKM	-0.469618195461329	1
GNAI2	-0.46724054184806	1
EIF3J	-0.46529227005854	1
ADAM19	-0.46529227005854	1
MRPS33	-0.46529227005854	1
UQCR10	-0.461387815602623	1
PCM1	-0.461387815602623	1
RPL35	-0.460410048678794	1
SIVA1	-0.460410048678794	1
RPL27A	-0.459546762501111	1
MT-ND4L	-0.458778963099865	1
RBBP6	-0.458778963099865	1
MFAP1	-0.455511249265955	1
RBM23	-0.455511249265955	1
ZCCHC17	-0.455511249265955	1
SRSF1	-0.455511249265955	1
DR1	-0.452236117233093	1
RPS25	-0.451625969183868	1
CTSA	-0.450595758851838	1
SF3B2	-0.450595758851838	1
SNHG8	-0.450595758851838	1
PPIB	-0.44961064782627	1
UQCRQ	-0.448953533243791	1
FAM89B	-0.445663463309607	1
CCDC107	-0.445663463309607	1
RNF114	-0.445663463309607	1
TMEM154	-0.445663463309607	1
GPR18	-0.445663463309607	1
COX4I1	-0.442837419230844	1
TPT1	-0.438233257834119	1
RTFDC1	-0.435747994444525	1
LAGE3	-0.435747994444525	1
TGS1	-0.435747994444525	1
CUL1	-0.435747994444525	1
CNOT7	-0.435747994444525	1
HCST	-0.434642057218355	1
PTPN1	-0.432427636152912	1
GPR171	-0.432427636152912	1
ARRDC3	-0.430764586930268	1
RBMX	-0.429765836429399	1
MRPS6	-0.429765836429399	1
RPL37	-0.428525045548959	1
TNFSF10	-0.425763905871903	1
TNFSF13B	-0.425763905871903	1
DCAF13	-0.425763905871903	1
NUDT1	-0.425763905871903	1
ARFGEF1	-0.425763905871903	1
SPG11	-0.425763905871903	1
ELOF1	-0.425763905871903	1
NFKB1	-0.425763905871903	1
TMEM141	-0.425763905871903	1
CCNK	-0.425763905871903	1
STXBP2	-0.425763905871903	1
RBM42	-0.425763905871903	1
RPL36A	-0.422420462797531	1
CHCHD1	-0.420745831105276	1
SRI	-0.420027536322758	1
MT-ND1	-0.419322446531413	1
ITK	-0.419069253297894	1
PTP4A2	-0.419069253297894	1
KTN1	-0.417726586806484	1
TPM4	-0.417726586806484	1
HNRNPM	-0.417150775567195	1
LDHB	-0.415710241207979	1
SMG1	-0.415710241207979	1
UGCG	-0.415710241207979	1
KDM5C	-0.415710241207979	1
SUPT20H	-0.415710241207979	1
ARL2	-0.415710241207979	1
IKBKB	-0.415710241207979	1
C21orf59	-0.415710241207979	1
CD3G	-0.414116396404858	1
ENO1	-0.414027797820933	1
METRNL	-0.413691073571327	1
PCBP1	-0.408123746736172	1
DBI	-0.407616559161643	1
NBDY	-0.405586023934271	1
C4orf3	-0.405586023934271	1
SAP30BP	-0.405586023934271	1
IL21R	-0.405586023934271	1
FAM111A	-0.405586023934271	1
USP7	-0.405586023934271	1
RPS29	-0.402515642268025	1
NKG7	-0.402374085596322	1
NDUFA2	-0.401516359625226	1
ADRM1	-0.400497147261473	1
CCND3	-0.400497147261473	1
OSTF1	-0.400497147261473	1
PYURF	-0.400497147261473	1
LMAN1	-0.398796858271633	1
FDPS	-0.398796858271633	1
ANKRD12	-0.398178074200002	1
HP1BP3	-0.397435182813409	1
SERPINB1	-0.396851213956663	1
HNRNPF	-0.396526684646805	1
XRN1	-0.395390256828384	1
SS18L2	-0.395390256828384	1
TESK1	-0.395390256828384	1
SUSD6	-0.395390256828384	1
ADNP	-0.395390256828384	1
ZFYVE28	-0.395390256828384	1
VEZT	-0.395390256828384	1
ATG5	-0.395390256828384	1
PUM2	-0.395390256828384	1
SLC2A4RG	-0.395390256828384	1
ATP5J	-0.394252933126684	1
PARVG	-0.391975592415619	1
CD8A	-0.391615683460057	1
ATP5I	-0.390731889717141	1
PHLDA1	-0.390731889717141	1
TPM3	-0.390265224650517	1
DPP7	-0.390265224650517	1
GBP5	-0.389694651164381	1
RPS26	-0.387695865038383	1
GLS	-0.385121921374556	1
EVI2B	-0.385121921374556	1
CRIM1	-0.385121921374556	1
FNDC3B	-0.385121921374556	1
LTV1	-0.385121921374556	1
UBQLN1	-0.385121921374556	1
SAR1A	-0.385121921374556	1
MRPL16	-0.385121921374556	1
PPP2R5C	-0.382543377272779	1
GAPDH	-0.381343328395234	1
SNRPG	-0.380534651878905	1
ARHGAP30	-0.378235535789316	1
UBE2N	-0.376854305390955	1
PSMA4	-0.376261944454328	1
PTPN22	-0.375932749919895	1
HSPA1B	-0.374779977153097	1
SSNA1	-0.374779977153097	1
GGCT	-0.374779977153097	1
TNIP1	-0.374779977153097	1
PARP12	-0.374779977153097	1
RAB1A	-0.374779977153097	1
UBE2G1	-0.374779977153097	1
RCAN3	-0.374779977153097	1
EIF4G3	-0.374779977153097	1
ATP8A1	-0.374779977153097	1
MSL3	-0.374779977153097	1
DDX52	-0.374779977153097	1
GNLY	-0.373296485977766	1
SNRPD2	-0.372182865667057	1
C12orf57	-0.372182865667057	1
CCT6A	-0.369581070478777	1
NEDD9	-0.369581070478777	1
RAB7A	-0.369581070478777	1
ARPC3	-0.366353285717574	1
TMEM147	-0.364363361207758	1
RNF115	-0.364363361207758	1
FOSL2	-0.364363361207758	1
TIMM17B	-0.364363361207758	1
HAUS1	-0.364363361207758	1
BLOC1S4	-0.364363361207758	1
RRP36	-0.364363361207758	1
HOPX	-0.362619922879709	1
PA2G4	-0.360874375127879	1
DRAP1	-0.360175564244324	1
NDUFB7	-0.360175564244324	1
SRRM2	-0.359709502201543	1
PHB	-0.359126712841611	1
DYNLL1	-0.358377066142028	1
COX17	-0.357376930891651	1
HNRNPD	-0.357376930891651	1
IFI44	-0.35597557571504	1
ORMDL1	-0.35597557571504	1
WAC	-0.353870987390116	1
RAB2A	-0.353870987390116	1
SKIL	-0.353870987390116	1
PFKP	-0.353870987390116	1
NARS	-0.353870987390116	1
HK1	-0.353870987390116	1
CHIC2	-0.353870987390116	1
SRRT	-0.353870987390116	1
UBE2Q1	-0.353870987390116	1
EGLN2	-0.353870987390116	1
WTAP	-0.35035650321388	1
HLA-E	-0.348874155237704	1
DIAPH1	-0.348596045349443	1
SEM1	-0.346833436650182	1
CSNK1A1	-0.343301745679929	1
MOB1A	-0.343301745679929	1
PPP1R2	-0.343301745679929	1
DAD1	-0.343301745679929	1
PCBD1	-0.343301745679929	1
CRELD2	-0.343301745679929	1
STRBP	-0.343301745679929	1
ACAA2	-0.343301745679929	1
MARCH6	-0.343301745679929	1
PSMB1	-0.340942472806006	1
AES	-0.340647292233952	1
RPL21	-0.339903169218063	1
SCAND1	-0.339761387974681	1
LDHA	-0.338397395208912	1
ZBTB38	-0.33621232089361	1
UBE2I	-0.334180355711381	1
NCOA7	-0.332654501480421	1
EXOSC9	-0.332654501480421	1
LCOR	-0.332654501480421	1
ZFX	-0.332654501480421	1
CUL3	-0.332654501480421	1
TRAF1	-0.332654501480421	1
RUNX1	-0.332654501480421	1
EHBP1L1	-0.332654501480421	1
GID8	-0.332654501480421	1
ATP5A1	-0.330515590724086	1
LAMTOR4	-0.329087886460228	1
RPL41	-0.328976287539972	1
HNRNPA1	-0.325512432236401	1
XPO1	-0.321928094887362	1
TSC22D4	-0.321928094887362	1
TWF2	-0.321928094887362	1
TRAT1	-0.321928094887362	1
VPS29	-0.321928094887362	1
SRGAP2C	-0.321928094887362	1
MEF2D	-0.321928094887362	1
PPAN	-0.321928094887362	1
SLBP	-0.321928094887362	1
MAPK13	-0.321928094887362	1
BRWD1	-0.321928094887362	1
P2RY10	-0.321928094887362	1
HPF1	-0.321928094887362	1
CD58	-0.321928094887362	1
NDUFA7	-0.321928094887362	1
PSMD6	-0.321928094887362	1
SCP2	-0.31761510201628	1
OASL	-0.317135083698462	1
P4HB	-0.316534836117144	1
ZRANB2	-0.315762722081648	1
RPL31	-0.315183365254014	1
RPS16	-0.3143718746312	1
GNG5	-0.313622401015222	1
MYL6	-0.313403183096689	1
RHOH	-0.312670127026265	1
SF1	-0.311121339930779	1
ARHGEF3	-0.311121339930779	1
SNW1	-0.311121339930779	1
ARMCX3	-0.311121339930779	1
VRK3	-0.311121339930779	1
SPOP	-0.311121339930779	1
MAX	-0.311121339930779	1
SRSF7	-0.308950240889151	1
NPM1	-0.308263951314224	1
RACK1	-0.307501024252083	1
CD84	-0.307501024252083	1
RAB27A	-0.30618229011923	1
WDR82	-0.305687453880151	1
COPS6	-0.305687453880151	1
USMG5	-0.304598216349445	1
ATPIF1	-0.304201925990989	1
RAN	-0.303871600851391	1
PNISR	-0.303592035877958	1
IGLC3	-0.300233023788044	1
PML	-0.300233023788044	1
APOBEC3H	-0.300233023788044	1
FBXL15	-0.300233023788044	1
PWP1	-0.300233023788044	1
DEK	-0.293660369864558	1
HNRNPUL1	-0.29292822316481	1
GNB2	-0.291462814160312	1
EEF1D	-0.28926190596704	1
CNTRL	-0.28926190596704	1
HERC6	-0.28926190596704	1
PEX2	-0.28926190596704	1
HEXA	-0.28926190596704	1
FAM105A	-0.28926190596704	1
LIMK1	-0.28926190596704	1
CPNE3	-0.28926190596704	1
AHSA2	-0.28926190596704	1
TAF11	-0.28926190596704	1
NCOA2	-0.28926190596704	1
AKT2	-0.28926190596704	1
CNPY2	-0.285586247823642	1
ATP5H	-0.284534337430056	1
CYFIP2	-0.283744900999474	1
RAD21	-0.281901201015785	1
CIB1	-0.280670757409525	1
SPOCK2	-0.278206717458044	1
SP140	-0.278206717458044	1
PHB2	-0.278206717458044	1
SPSB3	-0.278206717458044	1
RGL4	-0.278206717458044	1
DGCR6L	-0.278206717458044	1
KIAA1109	-0.278206717458044	1
UBA1	-0.278206717458044	1
SEC22B	-0.278206717458044	1
VIM	-0.277533975528909	1
PRKCH	-0.275032469662901	1
ARPC5L	-0.275032469662901	1
RPS27	-0.274242878133481	1
ZNF207	-0.273760812426851	1
HSPH1	-0.272647192116143	1
CLEC2D	-0.272140716758691	1
HNRNPC	-0.272140716758691	1
NDUFB4	-0.271851222418222	1
RPL36AL	-0.270113035411708	1
ANAPC11	-0.269301164236153	1
FAU	-0.268722051042826	1
ALDOA	-0.268662944787174	1
SSSCA1	-0.267066159852845	1
LARS	-0.267066159852845	1
C16orf54	-0.267066159852845	1
TFPT	-0.267066159852845	1
NRBF2	-0.267066159852845	1
COMMD1	-0.267066159852845	1
HPRT1	-0.267066159852845	1
PDHA1	-0.267066159852845	1
ATP6AP1	-0.267066159852845	1
RTCB	-0.267066159852845	1
TSPO	-0.265822993002211	1
COX7C	-0.264827687656844	1
RPL27	-0.26436412152822	1
UBE2M	-0.261463453623468	1
SFXN1	-0.261463453623468	1
MT-CO3	-0.260230673546747	1
KMT2A	-0.259591039290698	1
SELENOH	-0.258653920036644	1
CAP1	-0.258091356160968	1
UQCRB	-0.257164301896157	1
COMT	-0.25583890442959	1
RAB14	-0.25583890442959	1
ARL8B	-0.25583890442959	1
MPC1	-0.25583890442959	1
MTERF4	-0.25583890442959	1
FAM192A	-0.25583890442959	1
DTD1	-0.25583890442959	1
NSFL1C	-0.25583890442959	1
SLC35B1	-0.25583890442959	1
RNF125	-0.25583890442959	1
CCL5	-0.25448844562005	1
ITM2A	-0.24981511680182	1
EIF4A3	-0.248305231744182	1
BLOC1S1	-0.247618397624622	1
PRR13	-0.247360750505285	1
BCLAF1	-0.246793764826583	1
TAP2	-0.244523591201756	1
NUDT5	-0.244523591201756	1
HLA-DMB	-0.244523591201756	1
CCDC32	-0.244523591201756	1
SF3A1	-0.244523591201756	1
PRKCB	-0.244523591201756	1
CBFB	-0.244523591201756	1
ZNF800	-0.244523591201756	1
NCOA1	-0.244523591201756	1
TMA7	-0.242456692508842	1
TMEM14B	-0.242249839681634	1
RPS10	-0.242087291651393	1
ARL6IP1	-0.240732012039382	1
CTCF	-0.240732012039382	1
TOMM7	-0.239212585842181	1
YPEL5	-0.238832479123899	1
NMT1	-0.238832479123899	1
UQCRC2	-0.238832479123899	1
XCL2	-0.236930441879525	1
SYNGR2	-0.233118827929506	1
NDUFAB1	-0.233118827929506	1
TRANK1	-0.233118827929506	1
LINC00969	-0.233118827929506	1
IL10RA	-0.233118827929506	1
UBR2	-0.233118827929506	1
H2AFX	-0.233118827929506	1
XPA	-0.233118827929506	1
EXOSC6	-0.233118827929506	1
PARP4	-0.233118827929506	1
ABCA2	-0.233118827929506	1
ZNF451	-0.233118827929506	1
DYNC1LI2	-0.233118827929506	1
CD82	-0.229843695896645	1
RBM3	-0.229297116977098	1
CFL1	-0.228779892205169	1
ANKRD44	-0.227382458380362	1
HNRNPU	-0.226859837457825	1
SEC61B	-0.226232442344267	1
NDUFA1	-0.224767458496584	1
NACA	-0.222672040494391	1
MPG	-0.221623189091677	1
REXO2	-0.221623189091677	1
KLRC4	-0.221623189091677	1
NOL8	-0.221623189091677	1
TMEM14A	-0.221623189091677	1
ZNF622	-0.221623189091677	1
PPIL4	-0.221623189091677	1
ATG101	-0.221623189091677	1
U2AF2	-0.221623189091677	1
KIAA1143	-0.221623189091677	1
DEF6	-0.215840836497671	1
PFDN5	-0.214681579672829	1
MYCBP2	-0.213355573108076	1
BZW1	-0.213355573108076	1
ARAP2	-0.210035214816465	1
ARF5	-0.210035214816465	1
RPS6KA1	-0.210035214816465	1
VGLL4	-0.210035214816465	1
PRRC2A	-0.210035214816465	1
ZC3H18	-0.210035214816465	1
RPP25L	-0.210035214816465	1
UPF1	-0.210035214816465	1
LYPLA1	-0.210035214816465	1
CCDC82	-0.210035214816465	1
PPT1	-0.210035214816465	1
VPS28	-0.207123619396562	1
NEDD8	-0.205373837446602	1
NDUFB2	-0.204854975710784	1
ZNRF1	-0.204206136014267	1
OSTC	-0.204206136014267	1
CCNI	-0.201057618697208	1
GUK1	-0.19835340976883	1
SLA2	-0.198353409768829	1
PTPRE	-0.198353409768829	1
N4BP2	-0.198353409768829	1
KCNAB2	-0.198353409768829	1
ZNF720	-0.198353409768829	1
ZNF430	-0.198353409768829	1
ATP8B4	-0.198353409768829	1
PCMTD1	-0.198353409768829	1
SBNO2	-0.198353409768829	1
ATP6V0E1	-0.196676831961446	1
H3F3B	-0.196614699054143	1
S100A6	-0.196005654912408	1
RNF181	-0.196005654912406	1
EMC7	-0.19247684343216	1
PPP4R2	-0.19247684343216	1
KPNB1	-0.19129865223488	1
PFN1	-0.189950968773132	1
RPL37A	-0.189674648640345	1
CCL3L3	-0.189529559381824	1
ATP5D	-0.186576241992476	1
RPS21	-0.186576241992476	1
PLP2	-0.186576241992476	1
RHOB	-0.186576241992476	1
LBH	-0.186576241992476	1
ARPC4	-0.186576241992476	1
PIK3AP1	-0.186576241992476	1
CD59	-0.186576241992476	1
PPM1K	-0.186576241992476	1
EXOC1	-0.186576241992476	1
EFR3A	-0.186576241992476	1
PRDX4	-0.186576241992476	1
RNF4	-0.186576241992476	1
TBRG1	-0.186576241992476	1
RPL26L1	-0.186576241992476	1
NIT2	-0.186576241992476	1
IREB2	-0.186576241992476	1
RPL38	-0.185142151376488	1
RPS27L	-0.184603999660871	1
RPLP1	-0.183791115565938	1
RPL24	-0.183111000036129	1
ATP5G3	-0.180651408035371	1
ITM2B	-0.180651408035371	1
ABCF1	-0.180651408035371	1
STK17B	-0.179803013397049	1
SNRPB2	-0.179803013397049	1
SPTY2D1	-0.178671043907131	1
HLA-F	-0.175619011795984	1
SLC35D2	-0.174702141704185	1
AKR1B1	-0.174702141704185	1
RHOT2	-0.174702141704185	1
DUSP11	-0.174702141704185	1
PKN2	-0.174702141704185	1
MYH9	-0.171718283265363	1
RPS6	-0.170903431483808	1
USP15	-0.170722290791638	1
SRSF3	-0.170722290791638	1
TLK1	-0.170722290791638	1
SFT2D1	-0.168728240659551	1
PRPF40A	-0.166160405438382	1
HACD4	-0.162729500038109	1
DAZAP2	-0.162729500038109	1
BAK1	-0.162729500038109	1
IFNAR2	-0.162729500038109	1
SNX14	-0.162729500038109	1
AKR1A1	-0.162729500038109	1
UBASH3B	-0.162729500038109	1
ANXA2R	-0.162729500038109	1
DAZAP1	-0.162729500038109	1
NUP210	-0.162729500038109	1
USB1	-0.162729500038109	1
HTATIP2	-0.162729500038109	1
OAZ1	-0.160150955936332	1
FKBP11	-0.156705712410338	1
RPL23A	-0.156427083309613	1
LSM7	-0.152387555816649	1
NR4A1	-0.150656667737533	1
KRAS	-0.150656667737533	1
CLTB	-0.150656667737533	1
PRPF38B	-0.150656667737533	1
PDIA4	-0.150656667737533	1
POP5	-0.150656667737533	1
DIDO1	-0.150656667737533	1
FBXO22	-0.150656667737533	1
PHAX	-0.150656667737533	1
SIKE1	-0.150656667737533	1
ARL6IP4	-0.1476226076479	1
TMEM87A	-0.146609834674831	1
TMED5	-0.146609834674831	1
NDUFA9	-0.146609834674831	1
CORO1B	-0.14458215332785	1
OGT	-0.143364175171178	1
CRIP1	-0.14092512971976	1
RPSA	-0.139270527214119	1
SLA	-0.138481953791432	1
GTF3C6	-0.138481953791432	1
NIPBL	-0.13848195379143	1
LFNG	-0.13848195379143	1
CHD9	-0.13848195379143	1
RINL	-0.13848195379143	1
ELK4	-0.13848195379143	1
TNPO1	-0.13848195379143	1
ETF1	-0.13848195379143	1
ZNF91	-0.13848195379143	1
TNFRSF1A	-0.13848195379143	1
CNOT8	-0.13848195379143	1
ARPC1A	-0.13848195379143	1
MRFAP1L1	-0.13848195379143	1
OST4	-0.13725881252199	1
HINT1	-0.136952865104686	1
COX6C	-0.135762452437839	1
MPHOSPH8	-0.135422154042373	1
PSME2	-0.133037815101304	1
MAP4	-0.132355850994589	1
RBM6	-0.132355850994589	1
TRAPPC1	-0.131127502652279	1
CARD16	-0.13030802234573	1
ZNF22	-0.13030802234573	1
BHLHE40	-0.126203624012995	1
OTULIN	-0.126203624012995	1
COPS9	-0.126203624012995	1
ATXN7	-0.126203624012995	1
HPCAL1	-0.126203624012995	1
RC3H2	-0.126203624012995	1
NGLY1	-0.126203624012995	1
CD151	-0.126203624012995	1
LRCH4	-0.126203624012995	1
UBLCP1	-0.126203624012995	1
CCDC28A	-0.126203624012995	1
DYNLT3	-0.126203624012995	1
VAMP2	-0.12483289227958	1
FKBP8	-0.122087515540762	1
NIFK	-0.122087515540762	1
RBX1	-0.120587832411033	1
EIF3A	-0.120025049083869	1
RPL8	-0.115782305265619	1
CD8B	-0.115732020500939	1
JUN	-0.113819899557162	1
CYTH4	-0.113819899557162	1
PTPN6	-0.113819899557162	1
DBN1	-0.113819899557162	1
TCEAL8	-0.113819899557162	1
KMT2B	-0.113819899557162	1
DNAJC3	-0.113819899557162	1
ASB2	-0.113819899557162	1
ACTR1A	-0.113819899557162	1
WIPF2	-0.113819899557162	1
RABGGTB	-0.113819899557162	1
TTC37	-0.113819899557162	1
RRP1B	-0.113819899557162	1
RPL29	-0.112606020612272	1
LCK	-0.110262080143973	1
TMEM258	-0.109290241076647	1
MT-CO1	-0.109028480204862	1
RHEB	-0.107587945845648	1
RARRES3	-0.107259201389198	1
SH2D1A	-0.105504631345159	1
ANAPC16	-0.103835810984539	1
SURF4	-0.103835810984539	1
JUND	-0.103209505335073	1
WASF2	-0.101328955373965	1
TSPAN14	-0.101328955373965	1
BNIP3L	-0.101328955373965	1
SMS	-0.101328955373965	1
LEPROT	-0.101328955373965	1
TMEM106C	-0.101328955373965	1
GCNT1	-0.101328955373965	1
ANKIB1	-0.101328955373965	1
CARD8	-0.101328955373965	1
SPTLC2	-0.101328955373965	1
COL4A3BP	-0.101328955373965	1
MLX	-0.101328955373965	1
FBXW7	-0.101328955373965	1
CHFR	-0.101328955373965	1
ISY1	-0.101328955373965	1
CDS2	-0.101328955373965	1
N4BP2L2	-0.100188033969396	1
MRPL51	-0.098189247843399	1
RPL34	-0.097505797624122	1
FYN	-0.097141158410531	1
BATF	-0.095942408826907	1
CSDE1	-0.095942408826907	1
HNRNPA2B1	-0.094557997396529	1
MALAT1	-0.094124403494223	1
RSF1	-0.093782146320617	1
BPTF	-0.09234017214671	1
TNFSF9	-0.088728918594332	1
NDUFA6	-0.088728918594332	1
CLINT1	-0.088728918594332	1
RPS19BP1	-0.088728918594332	1
TRIM13	-0.088728918594332	1
SEPT1	-0.085108602915635	1
POMP	-0.080919995383568	1
RPL17	-0.080267339846135	1
RPS15	-0.078790681538212	1
PPP1CA	-0.076017866844778	1
OCIAD1	-0.076017866844778	1
LIMD2	-0.076017866844778	1
ARID4A	-0.076017866844777	1
MAPRE2	-0.076017866844777	1
SLAIN2	-0.076017866844777	1
MBD5	-0.076017866844777	1
EXOSC7	-0.076017866844777	1
GPS1	-0.076017866844777	1
SOS1	-0.076017866844777	1
MBTPS1	-0.076017866844777	1
BORCS6	-0.076017866844777	1
TOR1A	-0.076017866844777	1
ARFGAP3	-0.076017866844777	1
C11orf58	-0.074856744012774	1
NDUFA3	-0.074598589759442	1
SRSF4	-0.073462161941021	1
TAX1BP1	-0.070535801828362	1
CD74	-0.069803283386177	1
HELZ	-0.069620095646627	1
CDC123	-0.069620095646627	1
SDHD	-0.069620095646627	1
APRT	-0.068337129763153	1
UQCRH	-0.067481184890293	1
TRIR	-0.067151840055878	1
SNRPD1	-0.066869484630592	1
TRMT112	-0.06553396494171	1
GGA2	-0.063193826487194	1
TOMM22	-0.063193826487194	1
DNAJC2	-0.063193826487194	1
CLPTM1L	-0.063193826487194	1
NRDC	-0.063193826487194	1
GTF2I	-0.063193826487194	1
FNDC3A	-0.063193826487194	1
GFER	-0.063193826487194	1
PLGRKT	-0.063193826487194	1
LSM8	-0.063193826487194	1
CERS2	-0.063193826487194	1
NELFB	-0.063193826487194	1
TUFM	-0.063193826487194	1
HIGD1A	-0.063193826487194	1
JAGN1	-0.063193826487194	1
TMSB4X	-0.061408621912523	1
RPL32	-0.061074812582292	1
CYTOR	-0.060849886018895	1
UBL5	-0.060615282385418	1
ANP32B	-0.059969925612908	1
MRFAP1	-0.058893689053569	1
S100PBP	-0.056738804349895	1
RPL36	-0.055884091000344	1
PDCD10	-0.054580696182486	1
MRPL11	-0.054580696182486	1
NDUFC2	-0.054580696182486	1
RPS27A	-0.053940636260324	1
RPL22	-0.05371654818367	1
MTDH	-0.053500430283349	1
TMEM165	-0.052851882265735	1
NUFIP2	-0.050254770779695	1
APOBEC3C	-0.050254770779695	1
NT5C	-0.050254770779695	1
RAB3GAP2	-0.050254770779695	1
TES	-0.050254770779695	1
NUMB	-0.050254770779695	1
RNF169	-0.050254770779695	1
HIST1H1E	-0.050254770779695	1
NAA60	-0.050254770779695	1
DRAM2	-0.050254770779695	1
SH3BGRL3	-0.050018437739461	1
ARHGEF1	-0.048396824559113	1
SMIM26	-0.047652975591416	1
ICOS	-0.047001792984609	1
CFAP97	-0.045915835055358	1
CCDC12	-0.045915835055358	1
ITGB7	-0.045915835055358	1
CISD3	-0.045915835055358	1
IFIT5	-0.045915835055358	1
KIAA1551	-0.045915835055358	1
DNAJB6	-0.041563810515652	1
PFDN2	-0.040941019640066	1
PNN	-0.040110213374153	1
HNRNPH1	-0.039581269265243	1
RPS18	-0.039409161297143	1
COTL1	-0.038655150173765	1
GNAS	-0.038338637800919	1
NAP1L4	-0.037198617954249	1
RRP15	-0.037198617954249	1
INTS10	-0.037198617954249	1
PRR5	-0.037198617954249	1
GNL3	-0.037198617954249	1
MLLT3	-0.037198617954249	1
COX19	-0.037198617954249	1
ICE1	-0.037198617954249	1
TXNIP	-0.034812025117371	1
SMCHD1	-0.033916033964948	1
NR3C1	-0.033916033964948	1
MDH2	-0.032820177443676	1
COX7A2L	-0.032820177443676	1
RPS17	-0.031566749874919	1
RBM25	-0.031357739365189	1
TMCO1	-0.031357739365189	1
PGLS	-0.030625964030764	1
ROCK1	-0.030625964030764	1
RPS4X	-0.030339516091594	1
HSP90AA1	-0.0299249800799	1
ELOB	-0.029684564296943	1
SLU7	-0.028428408326517	1
TM9SF3	-0.028428408326517	1
REEP5	-0.028428408326517	1
SSR4	-0.027799919952001	1
SIT1	-0.026667950462079	1
POLR1D	-0.024023229206516	1
TMEM167A	-0.024023229206516	1
AP1S2	-0.024023229206516	1
EBLN3P	-0.024023229206516	1
TIMM10B	-0.024023229206516	1
ZNF518A	-0.024023229206516	1
PSPC1	-0.024023229206516	1
NUP50	-0.024023229206516	1
TTC19	-0.024023229206516	1
CDC42	-0.022367813028454	1
ATP6AP2	-0.021373650792567	1
MCL1	-0.02071049516568	1
RNF7	-0.02071049516568	1
UBA52	-0.020467801071259	1
ZNF131	-0.019604557939512	1
TUBA4A	-0.019604557939512	1
TUBA1B	-0.019604557939511	1
SRSF5	-0.018923559559678	1
WIPF1	-0.018719197346589	1
SPEN	-0.017390136874068	1
PRDX5	-0.016059850896099	1
EID1	-0.015575806254454	1
EVL	-0.013268601155512	1
SMC1A	-0.010726406593058	1
CENPC	-0.010726406593058	1
C21orf91	-0.010726406593058	1
SARAF	-0.010726406593058	1
C1orf43	-0.010726406593058	1
MLLT6	-0.010726406593058	1
TXNL1	-0.010726406593058	1
MAZ	-0.010726406593058	1
ARHGEF12	-0.010726406593058	1
SLC25A39	-0.010726406593058	1
UNC13D	-0.010726406593058	1
ASPSCR1	-0.010726406593058	1
CCDC130	-0.010726406593058	1
SNX20	-0.010726406593058	1
RPL30	-0.005373172098851	1
LAMP1	-0.004031754019051	1
CUTA	-0.003072834049623	1
RPL35A	-0.002444832038884	1
SLC1A5	-0.001793281823051	1
SF3B6	-0.000672741929135	1
ST8SIA4	0	1
WAS	0	1
LAT	0.002694109169256	1
NDUFB9	0.002694109169256	1
KIAA2013	0.002694109169256	1
EDEM1	0.002694109169256	1
STARD4	0.002694109169256	1
RARS	0.002694109169256	1
CUTC	0.002694109169256	1
SP110	0.003920369371337	1
EEF1A1	0.003972024253859	1
PARK7	0.004193013242676	1
RGS2	0.004943049672823	1
DDX21	0.005393258770219	1
SEPT7	0.00624667201066	1
TRIM22	0.006376021097655	1
CHCHD2	0.008097467698597	1
HCLS1	0.010806754956581	1
RHOC	0.010806754956581	1
USP16	0.010806754956581	1
DDX5	0.012243145956151	1
RPL11	0.016240641007209	1
PSMC3	0.016240641007209	1
SYTL3	0.016240641007209	1
DNAJA1	0.016240641007209	1
PAK2	0.016240641007209	1
STARD3NL	0.016240641007209	1
