	log2FoldChange	fdr
BIN2	-0.400218784567299	1
LGALS1	-0.399848672959089	1
VIM	-0.399509320554532	1
RPS26	-0.398982718484927	1
TSC22D3	-0.398874241095434	1
SDCBP	-0.397378832782338	1
RPS5	-0.394414592904733	1
CD59	-0.393821013369148	1
SUCLG1	-0.393821013369148	1
AHCYL1	-0.393821013369148	1
EML2	-0.393821013369148	1
RNF216	-0.393821013369148	1
THAP11	-0.393821013369148	1
ZCCHC8	-0.393821013369148	1
NAA15	-0.393821013369148	1
MGAT4B	-0.393821013369148	1
VPS13A	-0.393821013369148	1
TRBC2	-0.389807950862524	1
SREK1	-0.38846777887494	1
GTF2B	-0.38846777887494	1
PSME1	-0.387768064186151	1
PTPRC	-0.384839450819724	1
TM2D1	-0.38309460677609	1
FRMD4B	-0.38309460677609	1
GPRIN3	-0.38309460677609	1
CD70	-0.38309460677609	1
HNRNPAB	-0.38309460677609	1
TLK1	-0.38309460677609	1
SNAP47	-0.38309460677609	1
DNAJA2	-0.38309460677609	1
TMEM11	-0.38309460677609	1
NELL2	-0.38309460677609	1
PTTG1IP	-0.38309460677609	1
DPM2	-0.38309460677609	1
WDR46	-0.38309460677609	1
NXT1	-0.38309460677609	1
ZNF431	-0.38309460677609	1
IL17RA	-0.38309460677609	1
RPL14	-0.379672652987495	1
SS18L2	-0.379501342052081	1
WDR83OS	-0.379174237404747	1
LAMTOR5	-0.37830159558719	1
PDIA3	-0.37662027261554	1
PNISR	-0.375899105371886	1
ATPIF1	-0.373643131431518	1
IFIT1	-0.372287851819506	1
UPF2	-0.372287851819506	1
PYURF	-0.372287851819506	1
DOCK2	-0.372287851819506	1
BAG6	-0.372287851819506	1
TIAM1	-0.372287851819506	1
DHX29	-0.372287851819506	1
DNAJB11	-0.372287851819506	1
HLA-DMB	-0.372287851819506	1
DCUN1D5	-0.372287851819506	1
RPL3	-0.37212096014937	1
NDUFAB1	-0.370737400256108	1
PLSCR1	-0.370737400256108	1
ORMDL2	-0.37011675277788	1
NSA2	-0.3693264514484	1
VAMP5	-0.366853965768878	1
SOCS3	-0.366853965768878	1
NFATC2	-0.365038112740119	1
SF3B2	-0.36451887752095	1
TLN1	-0.364129328432343	1
CIRBP	-0.362856067896288	1
ORMDL1	-0.36139953567677	1
FXR1	-0.36139953567677	1
LAMP1	-0.36139953567677	1
NFKBID	-0.36139953567677	1
RPIA	-0.36139953567677	1
TMEM222	-0.36139953567677	1
EXOSC9	-0.36139953567677	1
UROS	-0.36139953567677	1
CCDC174	-0.36139953567677	1
CLK4	-0.36139953567677	1
ZNF511	-0.36139953567677	1
MCM3	-0.36139953567677	1
UFL1	-0.36139953567677	1
UBASH3A	-0.36139953567677	1
RPL32	-0.360786535862625	1
HNRNPU	-0.359837331906487	1
CALM1	-0.358197103638426	1
NUB1	-0.357751758661626	1
AIMP1	-0.357751758661626	1
DUSP4	-0.357295137344033	1
HNRNPA2B1	-0.356609934272075	1
MVP	-0.355924405610619	1
CAPN2	-0.355924405610619	1
SPCS1	-0.354657957797715	1
SKA2	-0.354094735053538	1
NDUFS8	-0.354094735053538	1
DDX24	-0.354094735053536	1
THRAP3	-0.354094735053536	1
RGS1	-0.353571545549748	1
C12orf57	-0.352629326049038	1
SNRPN	-0.352629326049038	1
COX8A	-0.350428417855767	1
CDC5L	-0.350428417855767	1
NUDT16L1	-0.350428417855767	1
TMEM87B	-0.350428417855767	1
TIMM29	-0.350428417855767	1
TMEM50B	-0.350428417855767	1
CBX6	-0.350428417855767	1
TOMM40	-0.350428417855767	1
MRPL33	-0.34675275971237	1
AHR	-0.346752759712368	1
DOK2	-0.345700849318783	1
EEF1D	-0.345483116894449	1
INPP4B	-0.344911412888202	1
PDE7A	-0.344911412888202	1
CCT5	-0.343067712904513	1
TUFM	-0.343067712904513	1
MDH2	-0.342540508425454	1
DAXX	-0.339373229346772	1
MFAP1	-0.339373229346772	1
LSM8	-0.339373229346772	1
MRPL14	-0.339373229346772	1
COPS5	-0.339373229346772	1
RHOB	-0.339373229346772	1
MRPS18A	-0.339373229346772	1
MEF2D	-0.339373229346772	1
CDC73	-0.339373229346772	1
MGAT4A	-0.339373229346772	1
FUOM	-0.339373229346772	1
TNFRSF1A	-0.339373229346772	1
CHMP7	-0.339373229346772	1
MT-CO2	-0.338513800186593	1
H2AFV	-0.33735406171012	1
RPL13	-0.334042600275423	1
ANXA4	-0.331955757784288	1
HIPK1	-0.331955757784288	1
CTSB	-0.329829456675901	1
BTG1	-0.328801221518738	1
NDUFA12	-0.328232671741571	1
EXOG	-0.328232671741571	1
PHF1	-0.328232671741571	1
MED31	-0.328232671741571	1
NT5DC1	-0.328232671741571	1
TRMT13	-0.328232671741571	1
MPHOSPH6	-0.328232671741571	1
SEC63	-0.328232671741571	1
SCAPER	-0.328232671741571	1
PLRG1	-0.328232671741571	1
ADNP	-0.328232671741571	1
ZNF831	-0.328232671741571	1
CALHM2	-0.328232671741571	1
ACYP1	-0.328232671741571	1
ATIC	-0.328232671741571	1
MR1	-0.328232671741571	1
SOS1	-0.328232671741571	1
BMS1	-0.328232671741571	1
TBC1D22A	-0.328232671741571	1
SAMD9	-0.326367519522008	1
TOP2B	-0.324499952865241	1
SPG11	-0.324499952865241	1
BFAR	-0.324499952865241	1
PRRC2C	-0.323004156939761	1
SPCS2	-0.322629965512195	1
CDK6	-0.322629965512195	1
MAPKAPK3	-0.322629965512195	1
RSBN1	-0.322629965512195	1
BAX	-0.321506808553258	1
GLRX	-0.320757551179424	1
PDCD6	-0.32022212900186	1
WIPF1	-0.318882703558987	1
RPS18	-0.318350586617067	1
NCOA3	-0.317005416318317	1
TCF25	-0.317005416318317	1
PARVG	-0.317005416318317	1
CEP350	-0.317005416318317	1
BORCS6	-0.317005416318317	1
TTC7A	-0.317005416318317	1
FBXL3	-0.317005416318317	1
C2orf49	-0.317005416318317	1
SEC23A	-0.317005416318317	1
EBAG9	-0.317005416318317	1
CARD19	-0.317005416318317	1
BCCIP	-0.317005416318317	1
MID1IP1	-0.317005416318317	1
ELP2	-0.317005416318317	1
CERK	-0.317005416318317	1
CD3E	-0.316024991516135	1
NUDC	-0.313243497522118	1
ATP5H	-0.313243497522118	1
ATP6V0E1	-0.312489935195823	1
EID1	-0.3083092173485	1
VPS28	-0.306722443056457	1
GCC2	-0.305690103090483	1
GFER	-0.305690103090483	1
C19orf12	-0.305690103090483	1
CDC27	-0.305690103090483	1
NUP107	-0.305690103090483	1
MIF4GD	-0.305690103090483	1
COQ4	-0.305690103090483	1
PAXBP1	-0.305690103090483	1
PAFAH1B2	-0.305690103090483	1
WASHC4	-0.305690103090483	1
RNF169	-0.305690103090483	1
IARS	-0.305690103090483	1
IL6R	-0.305690103090483	1
RNF13	-0.305690103090483	1
SELENOK	-0.303416351570361	1
IDH2	-0.302847353321657	1
KTN1	-0.302847353321657	1
GABARAPL2	-0.302847353321657	1
RTCA	-0.301898523928108	1
RSAD2	-0.299998991012628	1
ATP6V1G1	-0.299998991012628	1
EMP3	-0.299184139231072	1
LCP1	-0.299098338580366	1
JMJD1C	-0.298858069608058	1
MYDGF	-0.298858069608058	1
SUN2	-0.298096953768253	1
RPL9	-0.297185230324028	1
CYCS	-0.297144993957474	1
RPL18A	-0.296026673814658	1
RASAL3	-0.294285339818234	1
ORMDL3	-0.294285339818234	1
PHF20	-0.294285339818234	1
DNAJB2	-0.294285339818234	1
SMAD4	-0.294285339818234	1
TPP2	-0.294285339818234	1
ZDHHC20	-0.294285339818234	1
RBM12	-0.294285339818234	1
PIEZO1	-0.294285339818234	1
GOSR2	-0.294285339818234	1
MPST	-0.294285339818234	1
RSBN1L	-0.291420006123845	1
NRBP1	-0.290463628865825	1
SAMHD1	-0.290463628865825	1
GADD45G	-0.288548970269088	1
EVL	-0.28772762379607	1
ATP5G1	-0.286631767274798	1
FAU	-0.285367275202835	1
SPPL2A	-0.285096168363572	1
COX20	-0.282789700980404	1
DHRS7	-0.282789700980404	1
RNF166	-0.282789700980404	1
SPSB3	-0.282789700980404	1
UNC45A	-0.282789700980404	1
MPDU1	-0.282789700980404	1
ACLY	-0.282789700980404	1
FAM53B	-0.282789700980404	1
SMAD3	-0.282789700980404	1
NDE1	-0.282789700980404	1
C18orf32	-0.282789700980404	1
ELMSAN1	-0.282789700980404	1
ZNF292	-0.281139963761312	1
ZFP36L1	-0.280123802394498	1
SEC11A	-0.280123802394498	1
DTX3L	-0.275848091561558	1
MAP4	-0.275074735852398	1
PPP1R11	-0.271201726705191	1
CAST	-0.271201726705191	1
CNOT11	-0.271201726705191	1
ESYT2	-0.271201726705191	1
ARIH1	-0.271201726705191	1
THAP12	-0.271201726705191	1
NAE1	-0.271201726705191	1
TMEM107	-0.271201726705191	1
GDI1	-0.271201726705191	1
MRPL16	-0.271201726705191	1
TACC3	-0.271201726705191	1
TRIM27	-0.271201726705191	1
WDR6	-0.271201726705191	1
RASSF1	-0.271201726705191	1
JUND	-0.270807278297844	1
PSMA7	-0.26829013128529	1
TCF7	-0.266540349335328	1
TDG	-0.265372647902995	1
MRPL28	-0.265372647902995	1
TPM4	-0.263424376113473	1
LINC01943	-0.262449252696229	1
CD52	-0.262083411426134	1
OAZ1	-0.261370717345498	1
NDUFC1	-0.260822580925193	1
EIF4G2	-0.260585821256017	1
AGTRAP	-0.259519921657556	1
ABCF1	-0.259519921657556	1
FIP1L1	-0.259519921657556	1
ATP2B1-AS1	-0.259519921657556	1
SBNO2	-0.259519921657556	1
TMEM18	-0.259519921657556	1
ASNSD1	-0.259519921657556	1
PAPD4	-0.259519921657556	1
LRPPRC	-0.259519921657556	1
ZPR1	-0.259519921657556	1
CASP8AP2	-0.259519921657556	1
CHKB	-0.259519921657556	1
CCDC14	-0.259519921657556	1
IKBKE	-0.259519921657556	1
AASDHPPT	-0.259519921657556	1
NAP1L4	-0.258216085110712	1
PAPOLA	-0.257843343850172	1
RPL13A	-0.257704982380719	1
SLC25A6	-0.257172166801134	1
RPL35	-0.256724541901207	1
CALR	-0.256584630633011	1
HSP90AB1	-0.255945732858568	1
SF3B3	-0.255604871654174	1
BANF1	-0.255604871654174	1
NSD3	-0.254820585121737	1
STK4	-0.254297490467387	1
SERINC3	-0.253643355320887	1
XPO1	-0.252465164123606	1
EIF4B	-0.251679168440374	1
NDUFAF3	-0.251679168440374	1
MSN	-0.251117480661859	1
XBP1	-0.251117480661859	1
RPS27L	-0.250824339333839	1
PARP14	-0.250368223288027	1
NKTR	-0.250105891249684	1
MYCBP2	-0.249891220459781	1
UQCR10	-0.247742753881204	1
ELK4	-0.247742753881204	1
DNAJB12	-0.247742753881204	1
SLC25A36	-0.247742753881204	1
LMBRD1	-0.247742753881204	1
SAMM50	-0.247742753881204	1
SNRK	-0.247742753881204	1
SNHG15	-0.247742753881204	1
NUDT4	-0.247742753881204	1
CDR2	-0.247742753881204	1
MAN1A2	-0.247742753881204	1
MAPRE1	-0.24300483487454	1
TBC1D10C	-0.241817919924098	1
PIK3IP1	-0.241817919924098	1
TESC	-0.241817919924098	1
DERL2	-0.241817919924098	1
UBE2J2	-0.239837555795858	1
TRIP11	-0.239837555795858	1
DNAJC7	-0.239837555795858	1
SUPT4H1	-0.238251304903905	1
LUC7L3	-0.237854469516755	1
TSPO	-0.237358271733398	1
ARL6IP4	-0.235868653592912	1
ANKRD44	-0.235868653592912	1
LBR	-0.235868653592912	1
CYB5R4	-0.235868653592912	1
ADAM17	-0.235868653592912	1
SYTL3	-0.235868653592912	1
KIAA2013	-0.235868653592912	1
FAM126B	-0.235868653592912	1
CXXC1	-0.235868653592912	1
ZNF107	-0.235868653592912	1
MGAT2	-0.235868653592912	1
RFFL	-0.235868653592912	1
CMTR2	-0.235868653592912	1
MEI1	-0.235868653592912	1
INIP	-0.235868653592912	1
FAM96B	-0.234784328069572	1
BOD1L1	-0.234543256126344	1
NME3	-0.231888802680365	1
TTC14	-0.231888802680365	1
LDHA	-0.230749682967898	1
BIRC2	-0.229894752548278	1
BNIP3L	-0.229894752548278	1
UBE2R2	-0.229894752548278	1
SAR1B	-0.229894752548278	1
NDFIP1	-0.229229456229876	1
PTBP3	-0.228696998190657	1
NDUFB4	-0.227897942484332	1
RPS3	-0.227129202102265	1
ID2	-0.224582846046396	1
ATP5A1	-0.223896011926835	1
RYR1	-0.223896011926835	1
TMUB2	-0.223896011926835	1
SAYSD1	-0.223896011926835	1
RBM7	-0.223896011926835	1
DDX49	-0.223896011926835	1
NUP98	-0.223896011926835	1
SLC39A10	-0.223896011926835	1
SLC7A6	-0.223896011926835	1
RPS9	-0.220728732848153	1
RAB5C	-0.220456927960064	1
RAC1	-0.220192043163417	1
CCM2	-0.219078995629059	1
MBP	-0.218542777432628	1
PRPF4B	-0.217872224299065	1
DDX39A	-0.217872224299065	1
BTF3L4	-0.217872224299065	1
RPS7	-0.217717436997711	1
PSMA2	-0.216664442695759	1
ARL6IP5	-0.216224998573906	1
RACK1	-0.216033894153865	1
TCEAL8	-0.215858692861417	1
CORO1B	-0.212631185831022	1
HLA-DPB1	-0.212350191519203	1
RPL27A	-0.212350191519203	1
CBLB	-0.21182317962626	1
DDX54	-0.21182317962626	1
MED30	-0.21182317962626	1
SCAMP3	-0.21182317962626	1
LINC00667	-0.21182317962626	1
FADD	-0.21182317962626	1
CYP20A1	-0.21182317962626	1
GLO1	-0.21182317962626	1
FAM120AOS	-0.21182317962626	1
C18orf25	-0.21182317962626	1
COL4A3BP	-0.21182317962626	1
TTC9C	-0.21182317962626	1
SSR4	-0.209126552596495	1
RNF114	-0.207776346563558	1
FTH1	-0.207288009206262	1
SAFB2	-0.205748665216576	1
TMEM134	-0.205748665216576	1
FAM204A	-0.204530687059904	1
RPLP2	-0.204169607082825	1
CD7	-0.204087530846655	1
MCL1	-0.203718129989205	1
GDI2	-0.199648465680158	1
LAPTM4A	-0.199648465680158	1
CAMK1	-0.199648465680158	1
KLHDC7B	-0.199648465680158	1
RBM33	-0.199648465680158	1
LYRM1	-0.199648465680158	1
KPNA2	-0.199648465680158	1
SMURF2	-0.199648465680158	1
KNOP1	-0.199648465680158	1
RRAGC	-0.199648465680158	1
NOL11	-0.199648465680158	1
UBE3C	-0.199648465680158	1
CLPTM1	-0.199648465680158	1
FBXO11	-0.199648465680158	1
AHCTF1	-0.199648465680158	1
NUCKS1	-0.195881635757238	1
POLR2F	-0.195567288868341	1
SYNGR2	-0.193522362883317	1
WBP2	-0.193522362883317	1
TSC22D4	-0.192645077942396	1
MEAF6	-0.192645077942396	1
HMGN1	-0.192187152199497	1
PPIA	-0.191474534234459	1
LRRFIP1	-0.190449528833694	1
KRAS	-0.18913059376616	1
LSM2	-0.187370135901722	1
FNBP1	-0.187370135901722	1
NAA20	-0.187370135901722	1
METTL16	-0.187370135901722	1
NABP2	-0.187370135901722	1
AAMP	-0.187370135901722	1
HRAS	-0.187370135901722	1
ZNF83	-0.187370135901722	1
SCYL1	-0.187370135901722	1
TYK2	-0.187370135901722	1
ITFG1	-0.187370135901722	1
TRAF3IP3	-0.183842762406396	1
SESN3	-0.181191560972597	1
MAPK1IP1L	-0.181191560972597	1
HNRNPDL	-0.180715188162957	1
ATRX	-0.179952664339238	1
IRF2BP2	-0.179126141806813	1
PMF1	-0.179126141806813	1
PDCD4	-0.177245918628015	1
ESYT1	-0.174986411445888	1
CHD1	-0.174986411445888	1
RBM3	-0.174986411445888	1
VCPIP1	-0.174986411445888	1
HSD17B12	-0.174986411445888	1
MCMBP	-0.174986411445888	1
RBM14	-0.174986411445888	1
FAM76B	-0.174986411445888	1
TRAPPC12	-0.174986411445888	1
MUM1	-0.174986411445888	1
ISY1	-0.174986411445888	1
POLG	-0.174986411445888	1
ARF6	-0.173071752849153	1
MRPL57	-0.172219977154513	1
FGFR1OP2	-0.171873799578554	1
TUBA1B	-0.171666053154277	1
COX7A2	-0.1714285920327	1
CMC2	-0.1714285920327	1
PLEKHF1	-0.170003003931633	1
PSMB4	-0.168754457734374	1
PRDM2	-0.168754457734374	1
MRPS15	-0.168754457734374	1
PBDC1	-0.168754457734374	1
EXOC7	-0.168754457734374	1
GSTK1	-0.168338035436524	1
UNC50	-0.166671143233886	1
GGCT	-0.166671143233886	1
MYL12A	-0.166292035350772	1
SNRPF	-0.162495467262693	1
MKNK2	-0.162495467262693	1
LAX1	-0.162495467262693	1
NCOR2	-0.162495467262693	1
NEK7	-0.162495467262693	1
VPS37B	-0.162495467262693	1
RAD51C	-0.162495467262693	1
FBXO3	-0.162495467262693	1
SRFBP1	-0.162495467262693	1
MIB1	-0.162495467262693	1
NOL12	-0.162495467262693	1
GNL2	-0.162495467262693	1
FEZ2	-0.162495467262693	1
EHMT2	-0.162495467262693	1
NDUFB8	-0.161530130966461	1
DDX3X	-0.161530130966461	1
MT-CO1	-0.160926467607351	1
DDX5	-0.160564148311766	1
USP34	-0.159984248106642	1
SELENOW	-0.158307670299259	1
ADD3	-0.158307670299259	1
STAT3	-0.157662313526749	1
TES	-0.156209204415262	1
ELOVL5	-0.156209204415262	1
TBK1	-0.156209204415262	1
UBC	-0.155815402026876	1
PTPN7	-0.155308926669423	1
STK17A	-0.149895430483059	1
PDCD10	-0.149895430483059	1
MRPL21	-0.149895430483059	1
CTDSP1	-0.149895430483059	1
MGAT1	-0.149895430483059	1
ATP6V1B2	-0.149895430483059	1
CHRAC1	-0.149895430483059	1
SATB1	-0.149895430483059	1
ATAD2	-0.149895430483059	1
TRPM7	-0.149895430483059	1
SBF1	-0.149895430483059	1
TET2	-0.149895430483059	1
NCALD	-0.149895430483059	1
ELP6	-0.149895430483059	1
CBX7	-0.149895430483059	1
MARCH5	-0.149895430483059	1
KIAA0586	-0.149895430483059	1
SLC30A7	-0.149895430483059	1
SMAP2	-0.146728151404376	1
LASP1	-0.145670844621333	1
TAOK3	-0.145670844621333	1
RILPL2	-0.143553903609232	1
ARHGAP15	-0.143553903609232	1
RAB11B	-0.143553903609232	1
GPBP1	-0.141433851734862	1
GID8	-0.141433851734862	1
BUD23	-0.139735564262837	1
SRPK2	-0.139735564262837	1
PCMT1	-0.139007114340323	1
TAF1D	-0.138602260951699	1
VPS36	-0.137184378733505	1
CUTC	-0.137184378733505	1
ZFPM1	-0.137184378733505	1
MED7	-0.137184378733505	1
PMEPA1	-0.137184378733505	1
GNL3	-0.137184378733505	1
IGF2R	-0.137184378733505	1
RAPGEF6	-0.137184378733505	1
NSD2	-0.137184378733505	1
CEP164	-0.137184378733505	1
TNRC6C	-0.137184378733505	1
SIAH2	-0.134628673829748	1
IGFBP4	-0.130786607535355	1
APRT	-0.130786607535355	1
P2RY10	-0.130786607535355	1
TRIM69	-0.130786607535355	1
PHF20L1	-0.130786607535355	1
MINOS1	-0.1298703197682	1
TIAL1	-0.12864769677902	1
PSME2	-0.128476446848152	1
SEPT7	-0.126811817370018	1
STAMBP	-0.124360338375922	1
ROCK1	-0.124360338375922	1
UBE2D3	-0.124360338375922	1
LCP2	-0.124360338375922	1
CUTA	-0.124360338375922	1
NCOA1	-0.124360338375922	1
NORAD	-0.124360338375922	1
TBC1D15	-0.124360338375922	1
ZBTB24	-0.124360338375922	1
PAN3	-0.124360338375922	1
EIF4EBP1	-0.124360338375922	1
SOCS4	-0.124360338375922	1
TRAPPC2	-0.124360338375922	1
CCNT2	-0.124360338375922	1
B4GALT3	-0.124360338375922	1
TDP2	-0.124360338375922	1
PPIL3	-0.124360338375922	1
TNFSF10	-0.121495004681532	1
COX7A2L	-0.121495004681532	1
CLEC2D	-0.119198633260142	1
UFM1	-0.119198633260142	1
CDC37	-0.118623968826776	1
NDUFB6	-0.117905316238622	1
ATP6V0D1	-0.117905316238622	1
C19orf53	-0.117473952790681	1
OST4	-0.117317061371801	1
BCL2	-0.116980808010323	1
COPE	-0.115747208071214	1
CASP8	-0.115747208071212	1
RPSA	-0.115592933886081	1
CCDC107	-0.114666942172076	1
STK17B	-0.114018394154461	1
PPIB	-0.112864699538092	1
DUSP5	-0.111421282668422	1
IQGAP2	-0.111421282668422	1
CAPG	-0.111421282668422	1
PRPF8	-0.111421282668422	1
DGCR6L	-0.111421282668422	1
CD109	-0.111421282668422	1
CSK	-0.111421282668422	1
INO80D	-0.111421282668422	1
RFNG	-0.111421282668422	1
KCNN4	-0.111421282668422	1
PRPS1	-0.111421282668422	1
HECTD4	-0.111421282668422	1
CDK4	-0.111421282668422	1
RANGRF	-0.111421282668422	1
PLD3	-0.111421282668422	1
ZNF830	-0.111421282668422	1
PQLC1	-0.111421282668422	1
NAA60	-0.111421282668422	1
PANK2	-0.111421282668422	1
TNRC6B	-0.107082346944085	1
RHEB	-0.107082346944085	1
MIR4435-2HG	-0.104907975709749	1
C1orf122	-0.104907975709749	1
CNBP	-0.10397509818556	1
SLAMF1	-0.103601778209124	1
NECAP2	-0.102730322404378	1
CLTB	-0.102107531528793	1
MACF1	-0.100747781153971	1
CD81	-0.098365129842977	1
GZMH	-0.098365129842977	1
ARHGAP4	-0.098365129842977	1
PIP4K2A	-0.098365129842977	1
SRPRA	-0.098365129842977	1
NPAT	-0.098365129842977	1
DALRD3	-0.098365129842977	1
ROCK2	-0.098365129842977	1
CTNNA1	-0.098365129842977	1
WDR45B	-0.098365129842977	1
ZMYND8	-0.098365129842977	1
RBM8A	-0.096615347893017	1
BHLHE40	-0.095978537006099	1
EIF3I	-0.095447646460683	1
SF3B5	-0.093587989581105	1
TXN	-0.093438448763051	1
METTL5	-0.093109404391482	1
UBA52	-0.092391228798344	1
UPF3A	-0.09179247591949	1
ZC3H8	-0.09179247591949	1
TMF1	-0.09179247591949	1
APEX1	-0.09179247591949	1
PPP2R3C	-0.09179247591949	1
TGFBR2	-0.09179247591949	1
LAGE3	-0.09179247591949	1
S100A10	-0.088794978392205	1
EIF1B	-0.088494885818916	1
NBDY	-0.085189741095243	1
SARS	-0.085189741095243	1
TMEM238	-0.085189741095243	1
CLPTM1L	-0.085189741095243	1
LPAR6	-0.085189741095243	1
SH3BP5	-0.085189741095243	1
YEATS2	-0.085189741095243	1
MYSM1	-0.085189741095243	1
ZNF146	-0.085189741095243	1
OMA1	-0.085189741095243	1
MAPK9	-0.085189741095243	1
TRAPPC2B	-0.085189741095243	1
INO80	-0.085189741095243	1
MAGT1	-0.085189741095243	1
CCNG1	-0.085189741095243	1
CTSC	-0.083985990469806	1
RPL26L1	-0.080771069828238	1
TCP1	-0.080771069828238	1
VPS29	-0.079506102591661	1
CNOT1	-0.078556648762796	1
SS18	-0.078556648762796	1
MTF2	-0.078556648762796	1
TNFRSF1B	-0.076338823512979	1
HIST1H1C	-0.076338823512979	1
RPL7L1	-0.076338823512979	1
ARID5A	-0.075704532431804	1
H3F3B	-0.073860166334329	1
RPL21	-0.072411593677338	1
WAC	-0.071892918481785	1
DDX21	-0.071892918481785	1
HSPH1	-0.071892918481785	1
HNRNPR	-0.071892918481785	1
HELZ	-0.071892918481785	1
SINHCAF	-0.071892918481785	1
BABAM2	-0.071892918481785	1
RUFY1	-0.071892918481785	1
NAAA	-0.071892918481785	1
NUP153	-0.071892918481785	1
UBE2Q2	-0.071892918481785	1
ZNF326	-0.071892918481785	1
PIK3C2A	-0.071892918481785	1
OPTN	-0.069462092227023	1
IL7R	-0.068326303461593	1
GOLGB1	-0.068071207529378	1
PIM1	-0.064239345938351	1
ICAM3	-0.063648924386878	1
HAPLN3	-0.062959793711777	1
DGKA	-0.058472402719464	1
KCNAB2	-0.058472402719464	1
TATDN2	-0.058472402719464	1
CBR1	-0.058472402719464	1
ZNF143	-0.058472402719464	1
TMEM43	-0.058472402719464	1
SLC50A1	-0.058472402719464	1
WIPF2	-0.058472402719464	1
FAM117A	-0.058472402719464	1
STAT6	-0.058472402719464	1
CKAP2	-0.058472402719464	1
ZNF32	-0.058472402719464	1
CAPN7	-0.058472402719464	1
KCTD17	-0.058472402719464	1
C1QBP	-0.056544954148349	1
FKBP2	-0.055773253118509	1
CRIPT	-0.053971010484523	1
KANSL1	-0.051715036544156	1
TROVE2	-0.051715036544156	1
SRA1	-0.051715036544156	1
RPS3A	-0.051082731159697	1
CTDNEP1	-0.050359756932144	1
DCXR	-0.050359756932144	1
TAGAP	-0.050359756932144	1
APOBEC3H	-0.049455529362031	1
MDM4	-0.049455529362031	1
CSNK1A1	-0.047645372235109	1
TRAPPC6A	-0.044925870881517	1
ARHGAP35	-0.044925870881517	1
PCNX4	-0.044925870881517	1
ATF2	-0.044925870881517	1
PRPF3	-0.044925870881517	1
TRMT6	-0.044925870881517	1
BAG5	-0.044925870881517	1
TNRC18	-0.044925870881517	1
MFSD8	-0.044925870881517	1
INTS6L	-0.044925870881517	1
TMBIM6	-0.04387854231219	1
U2SURP	-0.041898178183948	1
RPL5	-0.040296073587447	1
RPL31	-0.039812947487863	1
DNTTIP2	-0.039471440789408	1
PNRC1	-0.039081048406864	1
SAMD3	-0.038104605025503	1
USP47	-0.038104605025503	1
NR1H2	-0.038104605025503	1
DBNL	-0.03712750032111	1
RPL10A	-0.036822019336443	1
CHURC1	-0.036525876025114	1
DDX52	-0.035823663774263	1
IFIT2	-0.035823663774263	1
CD63	-0.035171303355782	1
TAF15	-0.033996310723257	1
TNF	-0.033212450317726	1
CD53	-0.031973908211993	1
PABPN1	-0.031250933984439	1
PITPNB	-0.031250933984439	1
PHF23	-0.031250933984439	1
RABIF	-0.031250933984439	1
WNK1	-0.031250933984439	1
OTUD4	-0.031250933984439	1
TOB2	-0.031250933984439	1
EXOSC10	-0.031250933984439	1
TCF20	-0.031250933984439	1
DNAJC17	-0.031250933984439	1
PIK3R5	-0.031250933984439	1
GPCPD1	-0.031250933984439	1
ATG2A	-0.031250933984439	1
EIF1	-0.030091677159599	1
MAP1LC3B	-0.030001306326502	1
ATM	-0.029286747103927	1
REST	-0.029286747103927	1
NDUFS7	-0.029286747103927	1
TMED2	-0.028500322968405	1
LSM6	-0.027811850017669	1
TOB1	-0.026663664488788	1
DDB1	-0.026663664488788	1
AP2B1	-0.026663664488788	1
PA2G4	-0.025744457677895	1
MYH9	-0.025350332544755	1
VAMP8	-0.0243645483992	1
RTP4	-0.0243645483992	1
PAIP2	-0.022983318000839	1
PHB2	-0.022061762529779	1
RNF181	-0.020908989762981	1
MT-ND2	-0.01744513445941	1
IFIT3	-0.01744513445941	1
NCF1	-0.01744513445941	1
BTN3A1	-0.01744513445941	1
LPP	-0.01744513445941	1
DPF2	-0.01744513445941	1
ARHGAP25	-0.01744513445941	1
ITGAE	-0.01744513445941	1
EMC9	-0.01744513445941	1
CPSF7	-0.01744513445941	1
NOC3L	-0.01744513445941	1
STK39	-0.01744513445941	1
IP6K1	-0.01744513445941	1
ZNF160	-0.01744513445941	1
DTYMK	-0.01744513445941	1
PPM1A	-0.01744513445941	1
PRPSAP1	-0.01744513445941	1
FBXO28	-0.01744513445941	1
ATF1	-0.01744513445941	1
SMDT1	-0.014668049788835	1
EPC1	-0.013972942552603	1
ZCCHC6	-0.010492373817642	1
GABARAP	-0.010492373817642	1
CSDE1	-0.009858639987602	1
CCDC47	-0.008167320871399	1
PABPC1	-0.007701860296014	1
SLC25A45	-0.003505943501536	1
EEA1	-0.003505943501536	1
ZDHHC2	-0.003505943501536	1
PAFAH1B3	-0.003505943501536	1
GUSB	-0.003505943501536	1
HBS1L	-0.003505943501536	1
OXR1	-0.003505943501536	1
SNUPN	-0.003505943501536	1
MAN2C1	-0.003505943501536	1
ALKBH5	-0.003505943501536	1
TDRD3	-0.003505943501536	1
CSAD	-0.003505943501536	1
MOV10	-0.003505943501536	1
RANBP9	-0.003505943501536	1
FAM105A	-0.003505943501536	1
DNAJC1	-0.003505943501535	1
ESD	-0.003505943501535	1
EIF4H	-0.003505943501535	1
ST13	-0.003505943501535	1
GZMM	-0.002232040512903	1
