	log2FoldChange	fdr
TMA7	-0.85292875838495	1
SOD1	-0.852509519858487	1
RBM6	-0.852280792939121	1
TTC39C	-0.852280792939121	1
OAS1	-0.850983988320668	1
SNX5	-0.850983988320668	1
MRPS21	-0.850983988320668	1
TRA2A	-0.84838687683463	1
EIF3K	-0.84838687683463	1
PNRC2	-0.84838687683463	1
PCGF5	-0.84838687683463	1
ELK3	-0.84838687683463	1
EVA1B	-0.84838687683463	1
CUL3	-0.84838687683463	1
BNIP2	-0.84838687683463	1
TSNAX	-0.84838687683463	1
SMIM27	-0.84838687683463	1
TM2D3	-0.84838687683463	1
MT1F	-0.84838687683463	1
RPS27	-0.84715503241009	1
ATP5L	-0.846045472413392	1
GPR171	-0.843700261860294	1
RPL24	-0.840923725357478	1
VDAC2	-0.84056737237533	1
THOC7	-0.84056737237533	1
FAM177A1	-0.84056737237533	1
SNX9	-0.84056737237533	1
PPWD1	-0.84056737237533	1
ZCCHC17	-0.84056737237533	1
TIA1	-0.84056737237533	1
FYB1	-0.838605856042043	1
MSI2	-0.832705254602358	1
ADH5	-0.832705254602358	1
NCF4	-0.832705254602358	1
MBTPS1	-0.832705254602358	1
C6orf89	-0.832705254602358	1
FGD3	-0.832705254602358	1
DYNC1LI2	-0.832705254602358	1
NHLRC3	-0.832705254602358	1
MAT2A	-0.832705254602358	1
CAMK4	-0.832705254602358	1
RBX1	-0.831127676489024	1
ATP5O	-0.830074998557688	1
LSM7	-0.829322615207707	1
NDUFB7	-0.827439938389717	1
DPY30	-0.824800056517012	1
ARPC1A	-0.824800056517012	1
TOR1A	-0.824800056517012	1
RFTN1	-0.824800056517012	1
CDKN2D	-0.824800056517012	1
SCML4	-0.824800056517012	1
LY6E	-0.822449432712451	1
CST7	-0.819505756847499	1
PRKCH	-0.816851303401522	1
PSENEN	-0.816851303401522	1
DIDO1	-0.816851303401522	1
AP3D1	-0.816851303401522	1
CASK	-0.816851303401522	1
WARS	-0.816851303401522	1
TRIM33	-0.816851303401522	1
APBB1IP	-0.815712183689054	1
NT5C3A	-0.812860443205488	1
CCL5	-0.812320290051967	1
TOP1	-0.811527699423977	1
JAK1	-0.811146689243262	1
RPL11	-0.810912171415967	1
HNRNPF	-0.810638519093278	1
NONO	-0.808858512647992	1
CSGALNACT2	-0.808858512647992	1
GTPBP4	-0.808858512647992	1
HINT1	-0.808094979927927	1
HLA-C	-0.80781270249644	1
IFI35	-0.806566701140003	1
MAGOH	-0.805648956172101	1
CHCHD2	-0.801716443403972	1
EIF2AK1	-0.800821193582573	1
GRN	-0.800821193582573	1
NSMCE1	-0.800821193582573	1
PHPT1	-0.79966934119333	1
DNAJC19	-0.798132106054932	1
SMC4	-0.798132106054932	1
AURKAIP1	-0.798132106054932	1
TMEM50A	-0.79597722135126	1
CCDC50	-0.79597722135126	1
TNFRSF4	-0.795683123900259	1
NDUFA4	-0.794763682762205	1
MZT2A	-0.792738847284715	1
HOPX	-0.792738847284715	1
EEF2	-0.792738847284715	1
RNF19A	-0.792738847284715	1
ELOC	-0.792738847284715	1
BRD2	-0.792738847284715	1
TRMT10C	-0.792738847284715	1
RASA2	-0.792738847284715	1
ERCC1	-0.792738847284715	1
HINT2	-0.792738847284715	1
PPP6R2	-0.792738847284715	1
TMEM223	-0.792738847284715	1
MAP7D1	-0.792738847284715	1
USP33	-0.792738847284715	1
GGA1	-0.792738847284715	1
BLOC1S1	-0.790936604650729	1
SUMO2	-0.790034638356336	1
DNPH1	-0.790034638356336	1
LBH	-0.788680630710361	1
HCLS1	-0.788680630710361	1
HLA-A	-0.7870895202779	1
LRP10	-0.784610966401315	1
FAM129A	-0.784610966401315	1
DCAF13	-0.784610966401315	1
KIN	-0.784610966401315	1
AZI2	-0.784610966401315	1
MFHAS1	-0.781891465047722	1
ATP5E	-0.780761108107544	1
OSTC	-0.780529789589498	1
STAG2	-0.780529789589498	1
B2M	-0.779321592681957	1
DUSP11	-0.776437034955615	1
NDUFV1	-0.776437034955615	1
UHRF2	-0.776437034955615	1
HPRT1	-0.776437034955615	1
CXorf38	-0.776437034955615	1
KDSR	-0.776437034955615	1
RPL41	-0.77568738825603	1
CXCR4	-0.773310933968896	1
DUT	-0.772332636622879	1
SARAF	-0.770961904889462	1
CD37	-0.770117729885337	1
SCP2	-0.769864381032128	1
RPS10	-0.769670613650078	1
RPS21	-0.768591205478004	1
H3F3A	-0.768466323847034	1
ARL4C	-0.768216528150646	1
NDUFB2	-0.768216528150646	1
PPM1K	-0.768216528150646	1
TIMM17B	-0.768216528150646	1
IDH3B	-0.768216528150646	1
ARFGEF1	-0.768216528150646	1
RABGGTB	-0.768216528150646	1
TFG	-0.768216528150646	1
PYCARD	-0.766566790931552	1
PPP1R18	-0.764679064079443	1
ACTR3	-0.764088642527968	1
MOB1A	-0.762710051844101	1
YWHAB	-0.759948912167046	1
SDF4	-0.759948912167046	1
DDX23	-0.759948912167046	1
TIMM17A	-0.759948912167046	1
PLEKHA3	-0.759948912167046	1
KMT2B	-0.759948912167046	1
DNAJC3	-0.759948912167046	1
ARL14EP	-0.759948912167046	1
EIF4G3	-0.759948912167046	1
CKS2	-0.759948912167046	1
CNP	-0.759948912167046	1
ATG3	-0.759948912167046	1
DAD1	-0.758289688245354	1
PEBP1	-0.758105212183357	1
EZR	-0.757578007704299	1
NKG7	-0.755797268896577	1
SNRPD3	-0.755797268896577	1
NACA	-0.752949771497335	1
ARPC4	-0.751633643955042	1
SPN	-0.751633643955042	1
RGS14	-0.751633643955042	1
HEXA	-0.751633643955042	1
DDX50	-0.751633643955042	1
SH3KBP1	-0.749547316706576	1
PLP2	-0.749547316706576	1
UBE2A	-0.748851203283715	1
SUSD3	-0.748851203283715	1
ATP5G2	-0.748195730741367	1
AHSA1	-0.74745796798385	1
EFHD2	-0.746063385912096	1
YBX1	-0.743270171020414	1
GTF2H5	-0.743270171020414	1
CCR7	-0.743270171020414	1
PQBP1	-0.743270171020414	1
COX19	-0.743270171020414	1
FAM200B	-0.743270171020414	1
TMEM250	-0.743270171020414	1
SNTB2	-0.743270171020414	1
RCC2	-0.743270171020414	1
BAD	-0.743270171020414	1
PCBD1	-0.743270171020414	1
DHX30	-0.743270171020414	1
BCL2L1	-0.743270171020414	1
EIF3F	-0.740871674971898	1
SERPINB1	-0.740871674971898	1
NEAT1	-0.740561900953663	1
UBALD2	-0.739911158930499	1
TXNL1	-0.739070182491129	1
MYL6	-0.738521455369122	1
GNAS	-0.737667464791038	1
SYNE2	-0.737667464791038	1
ATP6V1D	-0.737667464791038	1
CFL1	-0.73751973092773	1
RPL34	-0.737119692580988	1
MOB2	-0.734857931204215	1
PSMD3	-0.734857931204215	1
MLEC	-0.734857931204215	1
SNAPIN	-0.734857931204215	1
ST6GALNAC6	-0.734857931204215	1
ACTR6	-0.734857931204215	1
TMSB4X	-0.731812599214982	1
ANXA2	-0.73063334534249	1
C1orf43	-0.73063334534249	1
ETFB	-0.73063334534249	1
CAPZA2	-0.73063334534249	1
COPS6	-0.729786941656792	1
RNH1	-0.729786941656792	1
UBE2L3	-0.728516404330388	1
ZFP36L2	-0.72639635245602	1
LAMTOR2	-0.72639635245602	1
RAB5A	-0.72639635245602	1
ZNF720	-0.72639635245602	1
USP36	-0.72639635245602	1
DNAJC2	-0.72639635245602	1
ARPC3	-0.725688975613756	1
DDX17	-0.723564761672856	1
ATP6V1E1	-0.72214687945466	1
EIF4A1	-0.72214687945466	1
N4BP2L2	-0.720727602369327	1
SNRPG	-0.719591174550905	1
RAB2A	-0.719591174550905	1
C11orf58	-0.717884852600502	1
POLR2K	-0.717884852600502	1
SP3	-0.717884852600502	1
PKN2	-0.717884852600502	1
TAOK1	-0.717884852600502	1
PTPRE	-0.717884852600502	1
PLEKHA2	-0.717884852600502	1
HIST1H1E	-0.717884852600502	1
ZNF331	-0.717884852600502	1
GPSM3	-0.717108584063672	1
GTF3C6	-0.715036490291471	1
MT1E	-0.714221638509916	1
SCAND1	-0.712182493236319	1
ARPC5	-0.710753374703517	1
CD96	-0.709322839097077	1
MIDN	-0.709322839097077	1
UQCC2	-0.709322839097077	1
KLHL36	-0.709322839097077	1
OTULIN	-0.709322839097077	1
MRPL50	-0.709322839097077	1
HTATIP2	-0.709322839097077	1
NIT2	-0.709322839097077	1
TRIM22	-0.705883755130307	1
MRPL34	-0.705022701663453	1
HSPE1	-0.703063848625395	1
LSM3	-0.702436453511838	1
CYTH1	-0.702436453511838	1
IFNG	-0.701285520031659	1
ADRM1	-0.70070970879237	1
PHIP	-0.70070970879237	1
EMG1	-0.70070970879237	1
INTS11	-0.70070970879237	1
EIF4E	-0.70070970879237	1
TMEM170A	-0.70070970879237	1
FAM172A	-0.70070970879237	1
TRIAP1	-0.70070970879237	1
AES	-0.699924141094827	1
CLTA	-0.698548367502902	1
MCRIP1	-0.69638378338958	1
IGBP1	-0.69638378338958	1
RAC2	-0.695902323334757	1
ITM2A	-0.693873358734967	1
GTF3A	-0.692044847665241	1
STK24	-0.692044847665241	1
YPEL3	-0.692044847665241	1
CD2BP2	-0.692044847665241	1
AP1S2	-0.692044847665241	1
CCDC28A	-0.692044847665241	1
ADCY7	-0.692044847665241	1
PTPN4	-0.692044847665241	1
AZIN1	-0.692044847665241	1
KRT10	-0.689144957159447	1
C19orf24	-0.688564278930279	1
STAU1	-0.687692823125535	1
ODF2L	-0.686239225984037	1
CDC123	-0.686239225984037	1
PRDX2	-0.686239225984037	1
MYL12B	-0.683910419924062	1
USO1	-0.683327630564132	1
ATP2A3	-0.683327630564132	1
ADA	-0.683327630564132	1
TOMM20	-0.682078002906196	1
SEPT9	-0.680410147181839	1
GAPDH	-0.679960779465735	1
GSTO1	-0.679575495703026	1
CD226	-0.678949190053557	1
TKT	-0.678949190053557	1
ATP5F1	-0.678071905112638	1
IL32	-0.67728491998805	1
CKLF	-0.676155975161878	1
RPS2	-0.675988767561674	1
GMFG	-0.674557420936402	1
G3BP2	-0.674557420936402	1
CPNE7	-0.674557420936402	1
TRGC2	-0.674557420936402	1
YDJC	-0.674557420936402	1
FAM78A	-0.674557420936402	1
SAP30BP	-0.674557420936402	1
CDIPT	-0.674557420936402	1
EXOSC8	-0.674557420936402	1
HMGB1	-0.67342188759097	1
RAP1B	-0.672957093494558	1
EIF4A2	-0.672041823017619	1
RPL37	-0.671654418331914	1
PSMC6	-0.6701522418164	1
SMAP1	-0.6701522418164	1
IMP3	-0.6701522418164	1
TMEM165	-0.6701522418164	1
YWHAE	-0.669521831039102	1
PKM	-0.668680854599732	1
RAB1B	-0.668680854599732	1
TRMT112	-0.665733570549395	1
NDUFB9	-0.665733570549395	1
VRK3	-0.665733570549395	1
NSL1	-0.665733570549395	1
SAT2	-0.665733570549395	1
TMEM205	-0.665733570549395	1
HPF1	-0.665733570549395	1
ARL16	-0.665733570549395	1
SPAG9	-0.665733570549395	1
DRAP1	-0.664626784886453	1
ADAR	-0.663962305697202	1
C20orf24	-0.663962305697202	1
AHNAK	-0.663519149483952	1
PRKDC	-0.662780253160047	1
KDELR2	-0.661301324234135	1
VMP1	-0.660413238616132	1
UTRN	-0.660413238616132	1
UBXN4	-0.658833068643385	1
RPS25	-0.65765270855227	1
FBXO7	-0.656855419202942	1
KDELR1	-0.656855419202942	1
ARHGDIA	-0.656855419202942	1
DGUOK	-0.656855419202942	1
EIF2S3	-0.656855419202942	1
PVT1	-0.656855419202942	1
ZC3H18	-0.656855419202942	1
PNPT1	-0.656855419202942	1
UBE2F	-0.656855419202942	1
TCERG1	-0.656855419202942	1
COX6B1	-0.655741798892233	1
UBE2I	-0.6548750550747	1
FKBP8	-0.654308737092595	1
H2AFZ	-0.653613406510791	1
ITM2B	-0.652608448102757	1
NAPA	-0.652395771012243	1
PDAP1	-0.649713349958922	1
ARPC5L	-0.649201846659507	1
LDHB	-0.647922294432934	1
MZT2B	-0.647922294432934	1
BIN1	-0.647922294432934	1
SUCLG2	-0.647922294432934	1
JADE2	-0.647922294432934	1
RAB4B	-0.647922294432934	1
CCDC82	-0.647922294432934	1
COPS2	-0.647922294432934	1
AP1M1	-0.647922294432934	1
RAF1	-0.647922294432934	1
RB1CC1	-0.647922294432934	1
EHBP1L1	-0.647922294432934	1
CD200	-0.647922294432934	1
RPL29	-0.64773940858102	1
NDUFA3	-0.64692630195921	1
PFDN5	-0.646129012609883	1
CHMP2A	-0.644932251827121	1
ZBP1	-0.644932251827121	1
REX1BD	-0.644076814481638	1
CCT7	-0.642535747885875	1
HMGB2	-0.640935864116828	1
ELOB	-0.640060176659964	1
ANAPC11	-0.638933511205679	1
ZNF267	-0.638933511205679	1
HSP90B1	-0.638933511205679	1
APOL3	-0.638933511205679	1
PITHD1	-0.638933511205679	1
DMTF1	-0.638933511205679	1
TXNDC15	-0.638933511205679	1
BTN3A3	-0.638933511205679	1
DAZAP1	-0.638933511205679	1
UBE2G1	-0.638933511205679	1
NFKB1	-0.638933511205679	1
BUD31	-0.633771806089901	1
SH3GLB1	-0.632909723577909	1
ESF1	-0.632909723577909	1
CCT3	-0.632909723577909	1
EIF5A	-0.629888371602672	1
MECP2	-0.629888371602672	1
DCAF11	-0.629888371602672	1
RAP2C	-0.629888371602672	1
LINS1	-0.629888371602672	1
BABAM1	-0.629888371602672	1
PDXK	-0.629888371602672	1
SKIV2L2	-0.629888371602672	1
EXOC1	-0.629888371602672	1
CLECL1	-0.629888371602672	1
TMEM123	-0.628591566984219	1
XIST	-0.628286267006172	1
UBE2L6	-0.628072518573914	1
UQCRC2	-0.628072518573914	1
GNG5	-0.627293595649806	1
PSTPIP1	-0.626860678905105	1
ATP5J	-0.625344446457725	1
RPL26	-0.621885863489811	1
MED6	-0.620786164495419	1
SCNM1	-0.620786164495419	1
TRPC4AP	-0.620786164495419	1
SEPT6	-0.619125030125499	1
IL2RG	-0.61875562926805	1
TRAM1	-0.617129140887331	1
MED4	-0.616213434705597	1
PTPRA	-0.616213434705597	1
SET	-0.615797012407745	1
RPL6	-0.615764346751497	1
COQ10B	-0.614685964959002	1
PRELID1	-0.614130120205108	1
RPLP1	-0.613693442727082	1
PCNA	-0.611626165209943	1
RBCK1	-0.611626165209943	1
ARIH2	-0.611626165209943	1
SF3B4	-0.611626165209943	1
ZNF800	-0.611626165209943	1
ARMCX6	-0.611626165209943	1
AKAP8L	-0.611626165209943	1
KHDRBS1	-0.608559862162161	1
CITED2	-0.608559862162161	1
URI1	-0.607024263250936	1
CHMP4A	-0.606512033513301	1
LAPTM5	-0.606296303413328	1
CCNI	-0.606102118738306	1
RABEP1	-0.602407635180566	1
VEGFB	-0.602407635180566	1
MRPS14	-0.602407635180566	1
ILKAP	-0.602407635180566	1
KHSRP	-0.602407635180566	1
RPS24	-0.602009814954444	1
UBE2K	-0.59777618644892	1
SAMD9L	-0.597354407454279	1
AKNA	-0.597113335511052	1
DDOST	-0.596229060251441	1
XCL1	-0.596229060251441	1
VAPA	-0.596229060251441	1
CLIC1	-0.595276157283583	1
HNRNPC	-0.593845621677141	1
CSF2	-0.593129821592554	1
ABCE1	-0.593129821592554	1
ERLEC1	-0.593129821592554	1
PPM1B	-0.593129821592554	1
KDM5B	-0.593129821592554	1
TNK2	-0.593129821592554	1
RGS2	-0.591799535614586	1
ARF1	-0.591267077575364	1
RAB14	-0.588468444222693	1
RPS15A	-0.587675391500447	1
FRG1	-0.587534358699035	1
ATP6V0B	-0.586911298857397	1
NEDD8	-0.585352471000837	1
TCIRG1	-0.583791957013219	1
CDK12	-0.583791957013219	1
PSMD13	-0.583791957013219	1
IDH3G	-0.583791957013219	1
USP7	-0.583791957013219	1
PWP1	-0.583791957013219	1
RAB33A	-0.583791957013219	1
TMEM30A	-0.583791957013219	1
TNIK	-0.583791957013219	1
ARL8B	-0.583791957013219	1
GARS	-0.583791957013219	1
HNRNPA1	-0.582940055576663	1
KRTCAP2	-0.57439325901097	1
TAP2	-0.57439325901097	1
HAUS1	-0.57439325901097	1
TXLNA	-0.57439325901097	1
CSNK1G3	-0.57439325901097	1
C12orf10	-0.57439325901097	1
ZMAT3	-0.57439325901097	1
TSHZ2	-0.572506149466702	1
LGALS3BP	-0.569670848768565	1
MPG	-0.569670848768565	1
SRSF3	-0.569306945363714	1
LARP7	-0.568724508924276	1
COX7C	-0.567742463348726	1
SYF2	-0.56730383422465	1
PNN	-0.567040592723894	1
RPS8	-0.566307841750926	1
ARID5B	-0.564932929761903	1
DICER1	-0.564932929761903	1
SMARCB1	-0.564932929761903	1
BAZ2A	-0.564932929761903	1
ZNF622	-0.564932929761903	1
PHACTR4	-0.564932929761903	1
MYADM	-0.564932929761903	1
NDUFS5	-0.562218545064866	1
PPP1CB	-0.561765650683221	1
RALY	-0.561765650683221	1
RSL24D1	-0.561765650683221	1
IL10RA	-0.560179399791268	1
SELENOF	-0.558591402888076	1
AKAP13	-0.558013515822112	1
AHI1	-0.557319745652027	1
S100A6	-0.555410155643397	1
SRP9	-0.555410155643397	1
TNFAIP8	-0.555410155643397	1
RABAC1	-0.555410155643397	1
CELF2	-0.555410155643397	1
ZDHHC18	-0.555410155643397	1
RAD23B	-0.555410155643397	1
GGA2	-0.555410155643397	1
UQCC3	-0.555410155643397	1
CABIN1	-0.555410155643397	1
DCAF5	-0.555410155643397	1
FAM3C	-0.555410155643397	1
HIVEP3	-0.555410155643397	1
NDUFB11	-0.553498034699619	1
EDF1	-0.552597335409624	1
PSMD7	-0.552221878012348	1
SERF2	-0.551496285762034	1
CCSER2	-0.55062509307802	1
PSMB1	-0.545824106814198	1
MPC2	-0.545824106814198	1
PFDN1	-0.545824106814198	1
LZIC	-0.545824106814198	1
FLI1	-0.545824106814198	1
RHBDD2	-0.545824106814198	1
PHKB	-0.545824106814198	1
ZKSCAN1	-0.545824106814198	1
CHMP5	-0.543417609107103	1
ANXA1	-0.543073495798163	1
NEDD9	-0.541007090516421	1
ARHGDIB	-0.539957781399768	1
CCNH	-0.539397837654764	1
MT-CYB	-0.538762708856971	1
RPL37A	-0.536771499246416	1
RPS19	-0.536743384208787	1
TNFRSF18	-0.536173936780478	1
MED28	-0.536173936780478	1
LTN1	-0.536173936780478	1
TSPAN17	-0.536173936780478	1
EHMT1	-0.536173936780478	1
SEC13	-0.536173936780478	1
CLSTN3	-0.536173936780478	1
NUMB	-0.536173936780478	1
PHF6	-0.536173936780478	1
HK1	-0.536173936780478	1
NDUFA1	-0.532445077012998	1
CD3D	-0.531324537119083	1
SVIP	-0.531324537119083	1
RBM25	-0.530784707350057	1
TERF2IP	-0.530784707350057	1
SNU13	-0.530352698051759	1
RPL38	-0.529359505396464	1
NDUFA6	-0.529241222618593	1
RPL19	-0.526458781947266	1
RPS6KA1	-0.526458781947266	1
TBL1XR1	-0.526458781947266	1
SRP19	-0.526458781947266	1
NOP58	-0.526458781947266	1
MAD2L2	-0.526458781947266	1
UBLCP1	-0.526458781947266	1
NDUFS1	-0.526458781947266	1
MARCH2	-0.526458781947266	1
DNAJC9	-0.526458781947266	1
ZCCHC10	-0.526458781947266	1
CBL	-0.526458781947266	1
MIER1	-0.523205804152179	1
SNRPD2	-0.522909714866196	1
PFDN6	-0.521576560567521	1
RNASEH2C	-0.521576560567521	1
ETV7	-0.519945474988592	1
RPS27A	-0.5195060213055	1
RPL22	-0.519308453213858	1
IFITM2	-0.519219955717134	1
CD99	-0.518079116331292	1
MRPL41	-0.518079116331292	1
CDV3	-0.518079116331292	1
HSPA8	-0.517495383755704	1
TMED10	-0.516677761154681	1
ATG12	-0.516677761154681	1
GPS1	-0.516677761154681	1
ACAT1	-0.516677761154681	1
POGZ	-0.516677761154681	1
NLRP1	-0.516677761154681	1
PRKAA1	-0.516677761154681	1
PTMA	-0.515562073958958	1
SPATS2L	-0.515275043454591	1
FAM162A	-0.51340262912182	1
SQOR	-0.51340262912182	1
S100A4	-0.513312794753294	1
RBMX	-0.511762270740564	1
COMMD3	-0.511762270740564	1
SELENOH	-0.511215069884056	1
SETX	-0.510777159714997	1
ROMO1	-0.509650494260713	1
RPL8	-0.509389566615197	1
COX6C	-0.507817784234454	1
SERP1	-0.506829975198335	1
TRADD	-0.506829975198335	1
UTP23	-0.506829975198335	1
MTHFS	-0.506829975198335	1
ACSL4	-0.506829975198335	1
AC020916.1	-0.506829975198335	1
CLN5	-0.506829975198335	1
ZC3H7A	-0.506829975198335	1
TNPO3	-0.506829975198335	1
CDS2	-0.506829975198335	1
NFKBIB	-0.506829975198335	1
CORO1A	-0.505466369198057	1
BTF3	-0.503664433520431	1
C6orf48	-0.501880759226601	1
NLRC5	-0.501880759226601	1
PSMA3	-0.501172340336408	1
NPM1	-0.500227240374086	1
EIF3E	-0.500227240374086	1
SPOP	-0.500227240374086	1
STT3B	-0.500227240374086	1
ARHGAP45	-0.498903059426704	1
AGFG1	-0.496914506333252	1
ASNA1	-0.496914506333252	1
MARCH7	-0.496914506333252	1
NSUN5	-0.496914506333252	1
OSGEP	-0.496914506333252	1
GALK1	-0.496914506333252	1
HBP1	-0.496914506333252	1
FAM207A	-0.496914506333252	1
SH3BGRL3	-0.496148947790008	1
RPL30	-0.494167169076654	1
RPS19BP1	-0.49359414804164	1
CSF1	-0.49359414804164	1
ATP5J2	-0.493082644742225	1
RPL12	-0.493057889982131	1
RPS12	-0.492201958434007	1
TNIP2	-0.491931098818995	1
BIRC6	-0.491931098818995	1
PPHLN1	-0.490932348318125	1
CSNK2B	-0.490266130323886	1
SRI	-0.489432924963799	1
TAX1BP1	-0.486930417760629	1
LEPROTL1	-0.486930417760629	1
MTPN	-0.486930417760629	1
ERP44	-0.486930417760629	1
CCDC71L	-0.486930417760629	1
N4BP2L1	-0.486930417760629	1
HMGXB4	-0.486930417760629	1
TSPAN31	-0.486930417760629	1
TATDN1	-0.486930417760629	1
RPL18	-0.485990857297016	1
ARPC2	-0.485677534450548	1
EIF3A	-0.484065084066241	1
CBX3	-0.483282640745485	1
ARHGAP9	-0.482917355254007	1
RPL28	-0.481967581628677	1
NFATC2IP	-0.481912342994005	1
C4orf3	-0.480751842831505	1
RPS14	-0.480304940945589	1
CREB1	-0.480235765186621	1
RECQL	-0.480235765186621	1
SEC62	-0.480235765186621	1
RPS23	-0.479625617137397	1
MALAT1	-0.477790367132234	1
YY1	-0.476876753096705	1
XPO6	-0.476876753096705	1
C8orf82	-0.476876753096705	1
SLAIN2	-0.476876753096705	1
ZCCHC9	-0.476876753096705	1
SNX1	-0.476876753096705	1
RNF168	-0.476876753096705	1
FBXO22	-0.476876753096705	1
LYRM4	-0.476876753096705	1
PSMC1	-0.474857585460055	1
RPL7A	-0.472805387331809	1
TRAC	-0.472792535845151	1
CYBA	-0.472456147630455	1
MT-ATP6	-0.472138084106463	1
PSMD11	-0.471823525370422	1
SEM1	-0.469459281534224	1
ARHGAP30	-0.466752535822998	1
WSB1	-0.466752535822998	1
NDUFA9	-0.466752535822998	1
NMRK1	-0.466752535822998	1
TWF2	-0.466752535822998	1
LMNA	-0.466752535822998	1
PURB	-0.466752535822998	1
DCTD	-0.466752535822998	1
PLPP1	-0.466752535822998	1
PRR5L	-0.466752535822998	1
UTP6	-0.466752535822998	1
SIKE1	-0.466752535822998	1
HPS1	-0.466752535822998	1
COX4I1	-0.463979010378805	1
FIS1	-0.463846804647589	1
RPL22L1	-0.463846804647589	1
FAM50A	-0.462682871513952	1
AC004585.1	-0.462682871513952	1
PCBP2	-0.462229977132304	1
RPL15	-0.458845671372211	1
CAB39	-0.458601694702134	1
UQCRH	-0.458017725845391	1
CD3G	-0.457486639868148	1
CDK11A	-0.456556768717111	1
A1BG	-0.456556768717111	1
ARL2	-0.456556768717111	1
HSF1	-0.456556768717111	1
TMA16	-0.456556768717111	1
WBP4	-0.456556768717111	1
ANAPC15	-0.456556768717111	1
KMT5B	-0.456556768717111	1
EEF1B2	-0.455221558033291	1
ZNF430	-0.453142104304345	1
POMP	-0.452616053235295	1
RPL27	-0.45245820050349	1
MT-ND1	-0.451493592394543	1
MT-CO3	-0.450861163053107	1
LAMTOR1	-0.449719338663557	1
DEF6	-0.449719338663557	1
DPP7	-0.449719338663557	1
PAG1	-0.448347955441579	1
TMEM59	-0.447872941979274	1
MAST4	-0.446288433263284	1
RHOC	-0.446288433263284	1
STUB1	-0.446288433263284	1
LSM10	-0.446288433263284	1
FNIP1	-0.446288433263284	1
CCNK	-0.446288433263284	1
NUDT2	-0.446288433263284	1
NSFL1C	-0.446288433263284	1
PEX16	-0.446288433263284	1
YLPM1	-0.446288433263284	1
SEC61A1	-0.446288433263284	1
SRP68	-0.446288433263284	1
C9orf16	-0.44311418546814	1
PTPN2	-0.441126728147505	1
PPP6R1	-0.441126728147505	1
PCBP1	-0.440656565183953	1
RPS4X	-0.440387831823599	1
TPM3	-0.438675249153408	1
FIBP	-0.438020817279683	1
GNAI2	-0.437243293660276	1
YPEL5	-0.435946489041825	1
CD6	-0.435946489041825	1
TMEM230	-0.435946489041825	1
CTNNB1	-0.435946489041825	1
GOLGA7	-0.435946489041825	1
TPRKB	-0.435946489041825	1
PCNX1	-0.435946489041825	1
NOC2L	-0.435946489041825	1
BSDC1	-0.435946489041825	1
CCNC	-0.435946489041825	1
ZCCHC7	-0.435946489041825	1
PPP2R5A	-0.435946489041825	1
ABCG1	-0.435946489041825	1
NDUFAF2	-0.435946489041825	1
EEF1A1	-0.434700458988071	1
KLRB1	-0.433869174009216	1
REEP5	-0.432482633738253	1
APOL6	-0.430747582367505	1
ZCCHC11	-0.430747582367505	1
VASP	-0.429705549067679	1
TPT1	-0.429530763199258	1
RPL10	-0.426629907492815	1
AAK1	-0.425529873096487	1
KAT6B	-0.425529873096487	1
AIP	-0.425529873096487	1
C6orf62	-0.425529873096487	1
DECR1	-0.425529873096487	1
GALNT1	-0.425529873096487	1
PIN4	-0.425529873096487	1
MRPL15	-0.425529873096487	1
FARSA	-0.425529873096487	1
GTPBP6	-0.425529873096487	1
CWC27	-0.425529873096487	1
BORCS5	-0.425529873096487	1
STK11	-0.425529873096487	1
VPS26A	-0.425529873096487	1
GMPS	-0.425529873096487	1
RELA	-0.425529873096487	1
YPEL2	-0.425529873096487	1
RPL35A	-0.423466985341022	1
RNASET2	-0.423437494135246	1
RAB11FIP1	-0.422913924889475	1
CNOT6L	-0.422040887016607	1
PCM1	-0.422040887016607	1
MAT2B	-0.422040887016607	1
EIF2S1	-0.420293224730339	1
PFN1	-0.419943438077907	1
RPL23A	-0.417189883493744	1
RTFDC1	-0.415037499278844	1
HERC1	-0.415037499278844	1
SH3BP1	-0.415037499278844	1
MRPS22	-0.415037499278844	1
SLC35B1	-0.415037499278844	1
TMX3	-0.415037499278844	1
AEBP2	-0.415037499278844	1
HSD17B11	-0.415037499278844	1
DIS3	-0.415037499278844	1
C14orf2	-0.414227224030984	1
RGCC	-0.413866955570907	1
SH2D1A	-0.413532339996893	1
SF1	-0.412929836316853	1
RPS13	-0.412162649358657	1
MRPL51	-0.411523015102607	1
HSPA5	-0.410517302241461	1
NASP	-0.410517302241461	1
IFITM1	-0.410114820709799	1
CCAR1	-0.409762557238169	1
TUBB4B	-0.409762557238169	1
RNF167	-0.409762557238169	1
RNF145	-0.409762557238169	1
VBP1	-0.409762557238169	1
NDUFS2	-0.409762557238169	1
PSMC4	-0.407999948538909	1
RAB27A	-0.407495950266224	1
GRB2	-0.404468257568656	1
SLC39A1	-0.404468257568656	1
TSN	-0.404468257568656	1
IMP4	-0.404468257568656	1
PSPC1	-0.404468257568656	1
COG4	-0.404468257568656	1
AFF4	-0.404468257568656	1
PCNX2	-0.404468257568656	1
NMT2	-0.404468257568656	1
LCOR	-0.404468257568656	1
ACSL5	-0.404468257568656	1
SPOCK2	-0.403289103403392	1
UQCRQ	-0.402108984694735	1
HCST	-0.401636666785494	1
BCAP31	-0.400927899863409	1
